second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
81	33245260.00	19479884.00	449148.00	13147543.00	0.00	168680.00	32417252.00	13147712.00	0.00	13105171.00	6154339.00	0.00	495.00	0.00	23842608.00	10019100.00	0.00	10020032.00	3802997.00	474.00	0.00	0.00	8565115.00	3128613.00	0.00	3085139.00	2351342.00	0.00	0.00	0.00	21.00	0.00	0.00	0.00	0.00	183465.00	19479880.00	
82	41496436.00	24619364.00	265481.00	16459363.00	0.00	152224.00	41013288.00	16458559.00	0.00	16432079.00	8113739.00	0.00	82.00	0.00	31276006.00	12921074.00	0.00	12920462.00	5434389.00	82.00	0.00	0.00	9728455.00	3537485.00	0.00	3511618.00	2679352.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	46076.00	24619370.00	
83	42202096.00	25148936.00	212762.00	16721126.00	0.00	119273.00	41835384.00	16722299.00	0.00	16705203.00	8398085.00	0.00	116.00	0.00	32167648.00	13253530.00	0.00	13253300.00	5660700.00	116.00	0.00	0.00	9658055.00	3468770.00	0.00	3451902.00	2737383.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30308.00	25148938.00	
84	42591516.00	25450930.00	194315.00	16838944.00	0.00	107321.00	42254652.00	16838502.00	0.00	16823576.00	8584697.00	0.00	101.00	0.00	32591720.00	13401011.00	0.00	13401014.00	5789593.00	101.00	0.00	0.00	9655157.00	3437490.00	0.00	3422563.00	2795104.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	26976.00	25450928.00	
85	42599588.00	25503042.00	170227.00	16832974.00	0.00	93344.00	42312116.00	16833296.00	0.00	16821926.00	8649069.00	0.00	105.00	0.00	32686800.00	13431425.00	0.00	13431280.00	5823986.00	105.00	0.00	0.00	9617600.00	3401872.00	0.00	3390646.00	2825082.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21293.00	25503046.00	
86	42873264.00	25703232.00	165581.00	16914682.00	0.00	89765.00	42596684.00	16915000.00	0.00	16904584.00	8769128.00	0.00	124.00	0.00	32958706.00	13530583.00	0.00	13530551.00	5897448.00	124.00	0.00	0.00	9630130.00	3384416.00	0.00	3374033.00	2871681.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19666.00	25703224.00	
87	42848608.00	25732988.00	147122.00	16888256.00	0.00	80241.00	42603336.00	16887836.00	0.00	16879074.00	8827814.00	0.00	83.00	0.00	33001984.00	13531063.00	0.00	13531042.00	5939794.00	83.00	0.00	0.00	9592824.00	3356773.00	0.00	3348031.00	2888020.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16526.00	25732988.00	
88	42888888.00	25717686.00	146470.00	16944552.00	0.00	80176.00	42648896.00	16944752.00	0.00	16936160.00	8757431.00	0.00	121.00	0.00	33048968.00	13565568.00	0.00	13565341.00	5917942.00	121.00	0.00	0.00	9589490.00	3379183.00	0.00	3370818.00	2839489.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16091.00	25717690.00	
89	43072784.00	25842608.00	144868.00	17005908.00	0.00	79404.00	42832164.00	17005244.00	0.00	16997128.00	8821004.00	0.00	129.00	0.00	33218842.00	13623566.00	0.00	13623616.00	5971528.00	129.00	0.00	0.00	9604666.00	3381678.00	0.00	3373512.00	2849476.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15318.00	25842604.00	
90	42964980.00	25799682.00	131975.00	16961488.00	0.00	71834.00	42751260.00	16962406.00	0.00	16955298.00	8825073.00	0.00	114.00	0.00	33183920.00	13607692.00	0.00	13607484.00	5968632.00	114.00	0.00	0.00	9558971.00	3354716.00	0.00	3347814.00	2856441.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13788.00	25799680.00	
91	43142608.00	25908586.00	136119.00	17024360.00	0.00	73545.00	42918048.00	17024058.00	0.00	17016472.00	8869192.00	0.00	117.00	0.00	33339342.00	13672435.00	0.00	13672683.00	5994111.00	117.00	0.00	0.00	9570494.00	3351622.00	0.00	3343790.00	2875082.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14352.00	25908586.00	
92	43011264.00	25853536.00	121958.00	16970926.00	0.00	64837.00	42812920.00	16970184.00	0.00	16964256.00	8870563.00	0.00	95.00	0.00	33262404.00	13637113.00	0.00	13636795.00	5988402.00	95.00	0.00	0.00	9542692.00	3333072.00	0.00	3327460.00	2882160.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11908.00	25853544.00	
93	43053336.00	25880768.00	127333.00	16977164.00	0.00	68076.00	42851664.00	16978058.00	0.00	16971700.00	8891794.00	0.00	132.00	0.00	33318600.00	13667445.00	0.00	13667235.00	5983790.00	132.00	0.00	0.00	9523082.00	3310613.00	0.00	3304465.00	2908004.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12554.00	25880764.00	
94	43230144.00	26021240.00	118188.00	17027128.00	0.00	63588.00	43037336.00	17026096.00	0.00	17020252.00	8982401.00	0.00	109.00	0.00	33470364.00	13707836.00	0.00	13707978.00	6054441.00	109.00	0.00	0.00	9558494.00	3318260.00	0.00	3312274.00	2927960.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10945.00	26021240.00	
95	42943856.00	25854340.00	117096.00	16914124.00	0.00	58301.00	42762864.00	16915140.00	0.00	16909974.00	8929041.00	0.00	108.00	0.00	33278852.00	13634772.00	0.00	13634562.00	6009412.00	108.00	0.00	0.00	9475410.00	3280369.00	0.00	3275412.00	2919629.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11989.00	25854336.00	
96	43210320.00	26006886.00	121604.00	17017668.00	0.00	64170.00	43015652.00	17017510.00	0.00	17011840.00	8977654.00	0.00	124.00	0.00	33479140.00	13717756.00	0.00	13717945.00	6043316.00	124.00	0.00	0.00	9527987.00	3299754.00	0.00	3293895.00	2934338.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11228.00	26006894.00	
97	43131384.00	25981392.00	110712.00	16981564.00	0.00	57721.00	42956548.00	16981392.00	0.00	16976556.00	8989797.00	0.00	115.00	0.00	33438884.00	13696193.00	0.00	13695994.00	6046581.00	115.00	0.00	0.00	9508976.00	3285198.00	0.00	3280562.00	2943216.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9909.00	25981388.00	
98	43193528.00	26025658.00	113416.00	16995292.00	0.00	59163.00	43018276.00	16995890.00	0.00	16991004.00	9020797.00	0.00	104.00	0.00	33502024.00	13723684.00	0.00	13723607.00	6054634.00	104.00	0.00	0.00	9505769.00	3272209.00	0.00	3267397.00	2966163.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10152.00	26025660.00	
99	43267604.00	26084044.00	118917.00	17005144.00	0.00	59502.00	43079216.00	17004248.00	0.00	16999146.00	9067039.00	0.00	125.00	0.00	33561040.00	13738671.00	0.00	13738645.00	6083597.00	125.00	0.00	0.00	9509518.00	3265575.00	0.00	3260501.00	2983442.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11241.00	26084036.00	
100	43305368.00	26138020.00	101759.00	17012392.00	0.00	53204.00	43146720.00	17013128.00	0.00	17008484.00	9116756.00	0.00	94.00	0.00	33614120.00	13749966.00	0.00	13749810.00	6114252.00	94.00	0.00	0.00	9524342.00	3263163.00	0.00	3258675.00	3002504.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9212.00	26138028.00	
101	43433664.00	26272236.00	103753.00	17004508.00	0.00	53171.00	43269072.00	17003944.00	0.00	16999338.00	9257896.00	0.00	112.00	0.00	33754568.00	13788959.00	0.00	13789072.00	6176429.00	112.00	0.00	0.00	9506717.00	3214984.00	0.00	3210267.00	3081466.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9491.00	26272228.00	
102	43339280.00	26184988.00	96229.00	17007436.00	0.00	50631.00	43188440.00	17007142.00	0.00	17002950.00	9168989.00	0.00	148.00	0.00	33663204.00	13760847.00	0.00	13760755.00	6141454.00	148.00	0.00	0.00	9516026.00	3246295.00	0.00	3242194.00	3027537.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8381.00	26184990.00	
103	43432120.00	26272240.00	101229.00	17006830.00	0.00	51822.00	43276904.00	17007420.00	0.00	17003304.00	9256810.00	0.00	130.00	0.00	33770276.00	13798892.00	0.00	13798751.00	6172505.00	130.00	0.00	0.00	9497387.00	3208528.00	0.00	3204554.00	3084305.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8981.00	26272240.00	
104	43565636.00	26471472.00	93498.00	16954668.00	0.00	46006.00	43423396.00	16954042.00	0.00	16950346.00	9508507.00	0.00	112.00	0.00	33949884.00	13829025.00	0.00	13828853.00	6291892.00	112.00	0.00	0.00	9463123.00	3125016.00	0.00	3121493.00	3216615.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7929.00	26471480.00	
105	43406640.00	26369732.00	86082.00	16908490.00	0.00	42337.00	43279992.00	16909454.00	0.00	16906524.00	9455067.00	0.00	114.00	0.00	33833752.00	13790193.00	0.00	13790058.00	6253390.00	114.00	0.00	0.00	9437406.00	3119263.00	0.00	3116466.00	3201676.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6838.00	26369732.00	
106	43564944.00	26428312.00	97721.00	16989802.00	0.00	49101.00	43414672.00	16989416.00	0.00	16985838.00	9430457.00	0.00	100.00	0.00	33927860.00	13839566.00	0.00	13839892.00	6248304.00	100.00	0.00	0.00	9477949.00	3149850.00	0.00	3145946.00	3182153.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7575.00	26428312.00	
107	43335040.00	26253072.00	91510.00	16944138.00	0.00	46315.00	43195544.00	16944044.00	0.00	16940552.00	9301609.00	0.00	133.00	0.00	33720360.00	13767300.00	0.00	13767005.00	6185926.00	133.00	0.00	0.00	9465975.00	3176745.00	0.00	3173547.00	3115683.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7365.00	26253074.00	
108	43447100.00	26313350.00	96913.00	16987636.00	0.00	49198.00	43298788.00	16987672.00	0.00	16983984.00	9317541.00	0.00	100.00	0.00	33799616.00	13802461.00	0.00	13802405.00	6194643.00	100.00	0.00	0.00	9489686.00	3185211.00	0.00	3181577.00	3122898.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8152.00	26313348.00	
109	43516848.00	26448272.00	92660.00	16930254.00	0.00	45658.00	43379048.00	16930244.00	0.00	16926786.00	9510631.00	0.00	119.00	0.00	33914064.00	13818471.00	0.00	13818383.00	6277093.00	119.00	0.00	0.00	9453714.00	3111773.00	0.00	3108403.00	3233538.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7506.00	26448276.00	
110	43487052.00	26489008.00	83642.00	16873804.00	0.00	40593.00	43364184.00	16874024.00	0.00	16871304.00	9609137.00	0.00	90.00	0.00	33924016.00	13801106.00	0.00	13801068.00	6321752.00	90.00	0.00	0.00	9430542.00	3072919.00	0.00	3070238.00	3287385.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6398.00	26489004.00	
111	36359820.00	21519524.00	414611.00	14240156.00	0.00	185525.00	35610720.00	14239603.00	0.00	14199670.00	7160977.00	0.00	538.00	0.00	26307344.00	10989409.00	0.00	10990314.00	4327117.00	507.00	0.00	0.00	9293440.00	3250194.00	0.00	3209355.00	2833860.00	0.00	0.00	0.00	31.00	0.00	0.00	0.00	0.00	122629.00	21519524.00	
112	42054948.00	25159920.00	228799.00	16543773.00	0.00	122456.00	41657116.00	16543752.00	0.00	16523929.00	8580053.00	0.00	68.00	0.00	31926206.00	13173104.00	0.00	13172407.00	5580625.00	68.00	0.00	0.00	9721598.00	3370648.00	0.00	3351522.00	2999428.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	36360.00	25159928.00	
113	42782880.00	25705858.00	177778.00	16806672.00	0.00	92569.00	42485704.00	16807276.00	0.00	16794560.00	8874731.00	0.00	73.00	0.00	32816168.00	13499061.00	0.00	13499041.00	5817993.00	73.00	0.00	0.00	9660472.00	3308215.00	0.00	3295519.00	3056738.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	24906.00	25705858.00	
114	42990216.00	25893876.00	162462.00	16849738.00	0.00	84143.00	42721548.00	16849368.00	0.00	16838596.00	9022860.00	0.00	96.00	0.00	33093192.00	13588194.00	0.00	13588283.00	5916618.00	96.00	0.00	0.00	9617729.00	3261174.00	0.00	3250314.00	3106241.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20945.00	25893872.00	
115	43060356.00	25932724.00	140880.00	16913130.00	0.00	73622.00	42830776.00	16913472.00	0.00	16905030.00	9003138.00	0.00	63.00	0.00	33226660.00	13645417.00	0.00	13645010.00	5936170.00	63.00	0.00	0.00	9595044.00	3268055.00	0.00	3260020.00	3066969.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17006.00	25932728.00	
116	43295384.00	26095808.00	139740.00	16987984.00	0.00	71860.00	43067608.00	16987752.00	0.00	16979642.00	9091139.00	0.00	108.00	0.00	33478788.00	13738959.00	0.00	13739110.00	6000608.00	108.00	0.00	0.00	9579855.00	3248792.00	0.00	3240532.00	3090531.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16314.00	26095816.00	
117	43211080.00	26057552.00	116299.00	16977144.00	0.00	60089.00	43023036.00	16976514.00	0.00	16970192.00	9067542.00	0.00	114.00	0.00	33444974.00	13716350.00	0.00	13716165.00	6012345.00	114.00	0.00	0.00	9569392.00	3260167.00	0.00	3254028.00	3055197.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12659.00	26057544.00	
118	43366312.00	26138924.00	125616.00	17036072.00	0.00	65696.00	43164852.00	17036760.00	0.00	17029752.00	9089726.00	0.00	98.00	0.00	33585892.00	13784030.00	0.00	13784151.00	6017614.00	98.00	0.00	0.00	9570443.00	3252729.00	0.00	3245602.00	3072112.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13366.00	26138924.00	
119	43353792.00	26192478.00	119651.00	16980456.00	0.00	61205.00	43163080.00	16979922.00	0.00	16973766.00	9198895.00	0.00	103.00	0.00	33610980.00	13773352.00	0.00	13773193.00	6064331.00	103.00	0.00	0.00	9541707.00	3206570.00	0.00	3200573.00	3134564.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12796.00	26192472.00	
120	43267232.00	26130820.00	115869.00	16961502.00	0.00	59042.00	43085520.00	16962504.00	0.00	16956330.00	9157393.00	0.00	124.00	0.00	33552728.00	13755945.00	0.00	13755687.00	6040968.00	124.00	0.00	0.00	9523627.00	3206559.00	0.00	3200643.00	3116425.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12698.00	26130820.00	
121	43451476.00	26270928.00	120742.00	16998596.00	0.00	61209.00	43257616.00	16997932.00	0.00	16991420.00	9259067.00	0.00	98.00	0.00	33727040.00	13820460.00	0.00	13820528.00	6085952.00	98.00	0.00	0.00	9521477.00	3177471.00	0.00	3170891.00	3173115.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12686.00	26270930.00	
122	43302600.00	26158156.00	108107.00	16981428.00	0.00	54907.00	43132776.00	16981144.00	0.00	16976160.00	9166361.00	0.00	94.00	0.00	33597976.00	13774745.00	0.00	13774667.00	6048473.00	94.00	0.00	0.00	9525782.00	3206400.00	0.00	3201494.00	3117888.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10358.00	26158164.00	
123	43401784.00	26301472.00	104653.00	16944388.00	0.00	51276.00	43241280.00	16944740.00	0.00	16940196.00	9347262.00	0.00	94.00	0.00	33745660.00	13814438.00	0.00	13814512.00	6116614.00	94.00	0.00	0.00	9486632.00	3130301.00	0.00	3125683.00	3230648.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9970.00	26301460.00	
124	43410272.00	26316296.00	100632.00	16943048.00	0.00	50301.00	43258600.00	16943358.00	0.00	16939358.00	9365200.00	0.00	113.00	0.00	33762056.00	13810885.00	0.00	13810755.00	6140301.00	113.00	0.00	0.00	9485976.00	3132473.00	0.00	3128604.00	3224899.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8263.00	26316304.00	
125	43317412.00	26192004.00	99715.00	16975640.00	0.00	50050.00	43163320.00	16975646.00	0.00	16971300.00	9207222.00	0.00	121.00	0.00	33660424.00	13795217.00	0.00	13794994.00	6070091.00	121.00	0.00	0.00	9493868.00	3180431.00	0.00	3176306.00	3137131.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9186.00	26191996.00	
126	43473596.00	26316580.00	102313.00	17003948.00	0.00	50754.00	43315100.00	17003536.00	0.00	16999254.00	9303247.00	0.00	109.00	0.00	33806912.00	13843446.00	0.00	13843694.00	6119663.00	109.00	0.00	0.00	9499231.00	3160088.00	0.00	3155560.00	3183583.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8947.00	26316576.00	
127	43364368.00	26252460.00	95662.00	16968408.00	0.00	47842.00	43217316.00	16968216.00	0.00	16964368.00	9275463.00	0.00	110.00	0.00	33727524.00	13813711.00	0.00	13813555.00	6100148.00	110.00	0.00	0.00	9480633.00	3154504.00	0.00	3150813.00	3175316.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8657.00	26252460.00	
128	43459656.00	26289982.00	101521.00	17017700.00	0.00	50458.00	43305812.00	17018488.00	0.00	17014204.00	9263901.00	0.00	111.00	0.00	33797448.00	13849277.00	0.00	13849082.00	6098972.00	111.00	0.00	0.00	9499263.00	3169211.00	0.00	3165122.00	3164930.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8825.00	26289984.00	
129	43498016.00	26337680.00	97344.00	17013986.00	0.00	49001.00	43349376.00	17013294.00	0.00	17009420.00	9315280.00	0.00	129.00	0.00	33831232.00	13847619.00	0.00	13847666.00	6135820.00	129.00	0.00	0.00	9506887.00	3165675.00	0.00	3161753.00	3179459.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8092.00	26337682.00	
130	43426876.00	26278242.00	93241.00	17007426.00	0.00	47972.00	43285680.00	17008182.00	0.00	17004440.00	9263413.00	0.00	116.00	0.00	33770868.00	13829159.00	0.00	13828865.00	6112731.00	116.00	0.00	0.00	9505281.00	3179024.00	0.00	3175575.00	3150682.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7952.00	26278238.00	
131	43607024.00	26410672.00	102969.00	17040840.00	0.00	52542.00	43446360.00	17040300.00	0.00	17036098.00	9360409.00	0.00	107.00	0.00	33922752.00	13882894.00	0.00	13883281.00	6156469.00	107.00	0.00	0.00	9514163.00	3157406.00	0.00	3152817.00	3203940.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8776.00	26410676.00	
132	43443224.00	26334368.00	92936.00	16970304.00	0.00	45617.00	43302448.00	16970384.00	0.00	16966524.00	9355910.00	0.00	98.00	0.00	33820200.00	13839706.00	0.00	13839393.00	6140999.00	98.00	0.00	0.00	9472721.00	3130679.00	0.00	3127131.00	3214911.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8306.00	26334364.00	
133	43345712.00	26182648.00	100324.00	17011954.00	0.00	50788.00	43191264.00	17011990.00	0.00	17007788.00	9161769.00	0.00	106.00	0.00	33697180.00	13822937.00	0.00	13823150.00	6050987.00	106.00	0.00	0.00	9484475.00	3189054.00	0.00	3184639.00	3110782.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8791.00	26182648.00	
134	43341212.00	26195168.00	97845.00	16999268.00	0.00	48928.00	43193272.00	16998954.00	0.00	16995136.00	9187617.00	0.00	136.00	0.00	33698828.00	13815474.00	0.00	13815213.00	6068008.00	136.00	0.00	0.00	9483010.00	3183479.00	0.00	3179921.00	3119609.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8254.00	26195176.00	
135	43334288.00	26207788.00	97526.00	16980112.00	0.00	48860.00	43187424.00	16980660.00	0.00	16976988.00	9220086.00	0.00	111.00	0.00	33717956.00	13825055.00	0.00	13824801.00	6067990.00	111.00	0.00	0.00	9459888.00	3155604.00	0.00	3152189.00	3152096.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7912.00	26207788.00	
136	43485088.00	26318390.00	96456.00	17022274.00	0.00	47968.00	43337644.00	17021924.00	0.00	17018080.00	9287914.00	0.00	112.00	0.00	33836696.00	13861224.00	0.00	13861223.00	6114136.00	112.00	0.00	0.00	9491336.00	3160700.00	0.00	3156858.00	3173778.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8041.00	26318388.00	
137	43309912.00	26228436.00	86726.00	16951678.00	0.00	43067.00	43180960.00	16951914.00	0.00	16949056.00	9270144.00	0.00	121.00	0.00	33724096.00	13815399.00	0.00	13815408.00	6093168.00	121.00	0.00	0.00	9447141.00	3136515.00	0.00	3133649.00	3176977.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6747.00	26228430.00	
138	43532216.00	26387588.00	91886.00	17007888.00	0.00	44857.00	43394440.00	17007788.00	0.00	17004554.00	9372167.00	0.00	102.00	0.00	33914172.00	13884882.00	0.00	13884873.00	6144314.00	102.00	0.00	0.00	9470440.00	3122906.00	0.00	3119682.00	3227852.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7561.00	26387582.00	
139	43572808.00	26502216.00	81862.00	16949044.00	0.00	39691.00	43454800.00	16949300.00	0.00	16946566.00	9547231.00	0.00	130.00	0.00	34010000.00	13889288.00	0.00	13889221.00	6231362.00	130.00	0.00	0.00	9433226.00	3060013.00	0.00	3057344.00	3315869.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6064.00	26502220.00	
140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
