0	3640	0.112415	0.999512	1
1	2677	0.145099	0.999023	1
2	4138	0.166978	0.998535	1
3	2395	0.183417	0.998047	1
4	66938	0.196621	0.997559	1
5	3659	0.207626	0.99707	1
6	2051	0.217055	0.996582	1
8	3855	0.224416	0.996094	1
7	18274	0.232704	0.995605	1
9	12569	0.239347	0.995117	1
12	21949	0.244471	0.994629	1
10	4031	0.250503	0.994141	1
11	3267	0.256032	0.993652	1
13	3802	0.260778	0.993164	1
14	3938	0.26521	0.992676	1
15	2900	0.269361	0.992188	1
18	2526	0.272855	0.991699	1
16	3682	0.276767	0.991211	1
21	34612	0.279811	0.990723	1
17	4503	0.28351	0.990234	1
19	18770	0.286854	0.989746	1
22	21744	0.289765	0.989258	1
20	20671	0.292951	0.98877	1
24	39654	0.295633	0.988281	1
26	4605	0.298105	0.987793	1
27	76268	0.300503	0.987305	1
29	72803	0.302742	0.986816	1
23	10977	0.30553	0.986328	1
25	7956	0.308103	0.98584	1
38	3642	0.309812	0.985352	1
32	21968	0.311847	0.984863	1
28	19880	0.314161	0.984375	1
36	35275	0.315979	0.983887	1
30	16218	0.318144	0.983398	1
31	74562	0.320245	0.98291	1
33	38047	0.322222	0.982422	1
40	98383	0.323866	0.981934	1
42	22619	0.325432	0.981445	1
35	48561	0.327301	0.980957	1
48	80238	0.328678	0.980469	1
43	68543	0.330211	0.97998	1
39	17978	0.331892	0.979492	1
34	52709	0.333814	0.979004	1
41	4385	0.335404	0.978516	1
58	3501	0.336531	0.978027	1
52	19087	0.337803	0.977539	1
45	13855	0.339265	0.977051	1
62	22322	0.340337	0.976562	1
37	13098	0.342104	0.976074	1
44	40103	0.343602	0.975586	1
54	26717	0.344829	0.975098	1
55	16934	0.346033	0.974609	1
46	3505	0.347449	0.974121	1
53	2333	0.348671	0.973633	1
57	3068	0.349815	0.973145	1
56	3737	0.350983	0.972656	1
47	2999	0.352366	0.972168	1
51	3727	0.353647	0.97168	1
49	3565	0.354978	0.971191	1
50	10434	0.356297	0.970703	1
59	2585	0.357398	0.970215	1
103	3538	0.358032	0.969727	1
85	3248	0.3588	0.969238	1
140	3786	0.359266	0.96875	1
121	4068	0.359807	0.968262	1
185	4013	0.360158	0.967773	1
188	3517	0.3605	0.967285	1
176	3288	0.360865	0.966797	1
170	16012	0.36126	0.966309	1
260	21466	0.36152	0.96582	1
261	3894	0.361764	0.965332	1
