0	15205	0.112992	0.999878	1
1	18976	0.145699	0.999756	1
2	12566	0.167589	0.999634	1
3	12535	0.184052	0.999512	1
4	12868	0.197251	0.99939	1
5	9605	0.208268	0.999268	1
6	23357	0.217729	0.999146	1
7	11445	0.226014	0.999023	1
8	12467	0.233388	0.998901	1
9	15059	0.240031	0.998779	1
10	11462	0.246075	0.998657	1
11	16987	0.251621	0.998535	1
12	14141	0.256743	0.998413	1
14	10998	0.261187	0.998291	1
13	15893	0.265947	0.998169	1
16	11606	0.269872	0.998047	1
15	11568	0.274041	0.997925	1
18	17791	0.277559	0.997803	1
19	8774	0.280898	0.997681	1
17	14181	0.284608	0.997559	1
22	17010	0.287519	0.997437	1
21	9680	0.290557	0.997314	1
20	17485	0.293742	0.997192	1
27	14869	0.296137	0.99707	1
32	11969	0.298169	0.996948	1
29	12149	0.300404	0.996826	1
26	12558	0.302885	0.996704	1
38	20515	0.30461	0.996582	1
30	20948	0.306775	0.99646	1
25	15204	0.309352	0.996338	1
35	12024	0.311217	0.996216	1
33	21508	0.313193	0.996094	1
31	13738	0.31529	0.995972	1
24	27944	0.317971	0.99585	1
37	18118	0.31974	0.995728	1
39	14285	0.32142	0.995605	1
28	11948	0.323731	0.995483	1
34	13935	0.32565	0.995361	1
40	12739	0.327289	0.995239	1
42	12482	0.328852	0.995117	1
36	11104	0.330666	0.994995	1
43	11788	0.332193	0.994873	1
23	49477	0.334986	0.994751	1
56	14459	0.336168	0.994629	1
52	12080	0.337438	0.994507	1
55	19443	0.338642	0.994385	1
45	17585	0.340105	0.994263	1
41	13884	0.341706	0.994141	1
51	19437	0.343002	0.994019	1
44	12947	0.344496	0.993896	1
53	12145	0.345743	0.993774	1
54	13305	0.346967	0.993652	1
59	15409	0.34809	0.99353	1
48	18002	0.349465	0.993408	1
57	13835	0.350626	0.993286	1
62	11924	0.351695	0.993164	1
58	19485	0.352838	0.993042	1
61	13636	0.353925	0.99292	1
60	15448	0.35503	0.992798	1
64	18230	0.356069	0.992676	1
50	48981	0.357392	0.992554	1
49	13025	0.358738	0.992432	1
65	17638	0.35976	0.99231	1
76	18418	0.360638	0.992188	1
74	15168	0.361537	0.992065	1
80	11806	0.36237	0.991943	1
67	13226	0.363361	0.991821	1
78	18417	0.364216	0.991699	1
68	15552	0.365194	0.991577	1
63	15061	0.366247	0.991455	1
108	23555	0.366869	0.991333	1
81	12015	0.367691	0.991211	1
47	17637	0.369094	0.991089	1
66	21831	0.370102	0.990967	1
79	20470	0.370947	0.990845	1
77	14823	0.371812	0.990723	1
95	13476	0.372515	0.990601	1
84	16584	0.37331	0.990479	1
71	11729	0.374246	0.990356	1
111	14522	0.374849	0.990234	1
75	13847	0.375736	0.990112	1
134	10224	0.376235	0.98999	1
90	16637	0.376977	0.989868	1
137	16800	0.377468	0.989746	1
130	11429	0.377982	0.989624	1
83	12835	0.378785	0.989502	1
73	11024	0.379695	0.98938	1
99	10369	0.380369	0.989258	1
122	13263	0.380917	0.989136	1
86	14336	0.381693	0.989014	1
103	10870	0.382341	0.988892	1
82	16040	0.383155	0.98877	1
100	13829	0.383823	0.988647	1
125	15896	0.38436	0.988525	1
121	16744	0.384914	0.988403	1
107	12193	0.385539	0.988281	1
70	13221	0.386489	0.988159	1
91	11067	0.387221	0.988037	1
46	13721	0.388652	0.987915	1
104	17043	0.389296	0.987793	1
149	23258	0.389749	0.987671	1
129	11425	0.390267	0.987549	1
110	15830	0.390876	0.987427	1
89	15131	0.391627	0.987305	1
88	16301	0.392386	0.987183	1
96	21891	0.393083	0.987061	1
87	15735	0.393851	0.986938	1
102	19321	0.394508	0.986816	1
135	11062	0.395003	0.986694	1
105	9119	0.395638	0.986572	1
106	9081	0.396266	0.98645	1
72	9576	0.397188	0.986328	1
148	14607	0.397641	0.986206	1
151	11538	0.398084	0.986084	1
93	35485	0.398806	0.985962	1
119	12305	0.399368	0.98584	1
136	8382	0.399858	0.985718	1
126	11861	0.400389	0.985596	1
109	18034	0.401004	0.985474	1
114	9512	0.401589	0.985352	1
85	12507	0.402373	0.985229	1
132	25124	0.402883	0.985107	1
118	10895	0.403449	0.984985	1
160	11150	0.403867	0.984863	1
150	13633	0.404314	0.984741	1
128	24517	0.40484	0.984619	1
175	10122	0.405222	0.984497	1
159	11479	0.405643	0.984375	1
117	9041	0.406212	0.984253	1
101	12345	0.406874	0.984131	1
112	10281	0.40747	0.984009	1
229	16654	0.407763	0.983887	1
153	15688	0.408203	0.983765	1
69	11547	0.409165	0.983643	1
145	10136	0.409626	0.983521	1
146	22327	0.410087	0.983398	1
131	17333	0.4106	0.983276	1
154	11110	0.411034	0.983154	1
120	14464	0.411592	0.983032	1
194	13447	0.411938	0.98291	1
246	13114	0.412211	0.982788	1
141	11631	0.412685	0.982666	1
98	13432	0.413367	0.982544	1
223	17912	0.413669	0.982422	1
92	11215	0.414394	0.9823	1
97	24159	0.415085	0.982178	1
244	10865	0.415359	0.982056	1
166	10363	0.415761	0.981934	1
285	10205	0.415995	0.981812	1
262	11627	0.41625	0.981689	1
867	8531	0.416322	0.981567	1
94	12884	0.417032	0.981445	1
124	11268	0.417571	0.981323	1
242	12612	0.417848	0.981201	1
142	13585	0.41832	0.981079	1
235	9585	0.418603	0.980957	1
173	11144	0.41899	0.980835	1
196	13394	0.419332	0.980713	1
198	17437	0.419672	0.980591	1
176	9712	0.420052	0.980469	1
202	10214	0.420382	0.980347	1
219	13040	0.420688	0.980225	1
265	16141	0.420942	0.980103	1
203	9357	0.42127	0.97998	1
243	20866	0.421548	0.979858	1
221	13818	0.421852	0.979736	1
206	13029	0.422178	0.979614	1
283	14014	0.422415	0.979492	1
261	13927	0.422672	0.97937	1
177	20647	0.423053	0.979248	1
204	17288	0.423383	0.979126	1
182	12485	0.423751	0.979004	1
116	10462	0.424327	0.978882	1
127	10537	0.424853	0.97876	1
275	13089	0.425096	0.978638	1
350	15513	0.425288	0.978516	1
168	14397	0.425688	0.978394	1
192	13438	0.426037	0.978271	1
152	13050	0.426478	0.978149	1
167	15748	0.426881	0.978027	1
193	12344	0.427228	0.977905	1
240	13191	0.427507	0.977783	1
227	26807	0.427805	0.977661	1
1124	13930	0.427862	0.977539	1
252	21098	0.42813	0.977417	1
164	11772	0.428539	0.977295	1
200	8882	0.428871	0.977173	1
180	13330	0.429244	0.977051	1
249	12958	0.429513	0.976929	1
187	16639	0.429873	0.976807	1
360	13606	0.430059	0.976685	1
158	12272	0.430483	0.976562	1
190	13061	0.430836	0.97644	1
169	11694	0.431232	0.976318	1
241	15036	0.431511	0.976196	1
113	9998	0.432101	0.976074	1
163	9880	0.432511	0.975952	1
212	15906	0.432828	0.97583	1
448	9468	0.432975	0.975708	1
178	18802	0.433353	0.975586	1
251	8390	0.433617	0.975464	1
329	17608	0.433822	0.975342	1
171	12697	0.434214	0.97522	1
199	10119	0.434549	0.975098	1
133	11317	0.435052	0.974976	1
213	17771	0.435368	0.974854	1
179	12976	0.435743	0.974731	1
165	14745	0.43615	0.974609	1
123	22006	0.436697	0.974487	1
216	16468	0.437008	0.974365	1
331	12965	0.43721	0.974243	1
197	9949	0.437549	0.974121	1
138	11913	0.438034	0.973999	1
172	9780	0.438422	0.973877	1
295	16280	0.43865	0.973755	1
181	20005	0.439022	0.973633	1
205	16784	0.439351	0.973511	1
321	12788	0.439559	0.973389	1
377	11189	0.439735	0.973267	1
195	18435	0.440081	0.973145	1
156	16748	0.440512	0.973022	1
233	8738	0.440797	0.9729	1
351	10422	0.440986	0.972778	1
201	17297	0.441321	0.972656	1
225	11647	0.441618	0.972534	1
234	13545	0.441905	0.972412	1
174	12411	0.44229	0.97229	1
222	13693	0.442592	0.972168	1
228	14514	0.442887	0.972046	1
189	25333	0.443244	0.971924	1
304	13970	0.443465	0.971802	1
238	10032	0.443745	0.97168	1
313	19164	0.44396	0.971558	1
361	43780	0.444149	0.971436	1
188	12090	0.444505	0.971313	1
144	12943	0.444971	0.971191	1
305	13688	0.44519	0.971069	1
