second	tx	tx_get	tx_put	tx_del	rx	rx_getSucc	rx_putSucc	rx_delSucc
2	49892256.00	0.00	0.00	0.00	43132304.00	43089640.00	0.00	0.00	
3	49628516.00	0.00	0.00	0.00	44517704.00	44464960.00	0.00	0.00	
4	49740640.00	0.00	0.00	0.00	45616772.00	45583592.00	0.00	0.00	
5	49999544.00	0.00	0.00	0.00	46521376.00	46486800.00	0.00	0.00	
6	50000068.00	0.00	0.00	0.00	46982380.00	46946872.00	0.00	0.00	
7	50000144.00	0.00	0.00	0.00	47317948.00	47275204.00	0.00	0.00	
8	49998076.00	0.00	0.00	0.00	47537592.00	47493364.00	0.00	0.00	
9	49985944.00	0.00	0.00	0.00	47680572.00	47637984.00	0.00	0.00	
10	49999580.00	0.00	0.00	0.00	47837360.00	47788456.00	0.00	0.00	
11	49998380.00	0.00	0.00	0.00	47936780.00	47888624.00	0.00	0.00	
12	49999056.00	0.00	0.00	0.00	47999800.00	47950452.00	0.00	0.00	
13	50001096.00	0.00	0.00	0.00	48056464.00	48009576.00	0.00	0.00	
14	49999132.00	0.00	0.00	0.00	48108800.00	48053800.00	0.00	0.00	
15	50000048.00	0.00	0.00	0.00	48106292.00	48051236.00	0.00	0.00	
16	49999016.00	0.00	0.00	0.00	48104976.00	48054116.00	0.00	0.00	
17	49999136.00	0.00	0.00	0.00	48138224.00	48079136.00	0.00	0.00	
18	49999928.00	0.00	0.00	0.00	48118148.00	48062184.00	0.00	0.00	
19	49983256.00	0.00	0.00	0.00	48098680.00	48045932.00	0.00	0.00	
20	49999976.00	0.00	0.00	0.00	48130024.00	48070016.00	0.00	0.00	
21	49999852.00	0.00	0.00	0.00	48128736.00	48072260.00	0.00	0.00	
22	50000460.00	0.00	0.00	0.00	48114660.00	48060600.00	0.00	0.00	
23	50000076.00	0.00	0.00	0.00	48134024.00	48075584.00	0.00	0.00	
24	49999400.00	0.00	0.00	0.00	48133636.00	48076376.00	0.00	0.00	
25	50000140.00	0.00	0.00	0.00	48118204.00	48063772.00	0.00	0.00	
26	49999600.00	0.00	0.00	0.00	48131984.00	48072816.00	0.00	0.00	
27	50000412.00	0.00	0.00	0.00	48134696.00	48076016.00	0.00	0.00	
28	49999612.00	0.00	0.00	0.00	48123132.00	48066696.00	0.00	0.00	
29	49987740.00	0.00	0.00	0.00	48082640.00	48023512.00	0.00	0.00	
30	50000460.00	0.00	0.00	0.00	48055752.00	47998172.00	0.00	0.00	
31	49997196.00	0.00	0.00	0.00	42296160.00	42275256.00	0.00	0.00	
32	49870692.00	0.00	0.00	0.00	47066936.00	47030060.00	0.00	0.00	
33	49139172.00	0.00	0.00	0.00	46765776.00	46741212.00	0.00	0.00	
34	49145096.00	0.00	0.00	0.00	47022704.00	46982520.00	0.00	0.00	
35	49139736.00	0.00	0.00	0.00	47132588.00	47082232.00	0.00	0.00	
36	49540104.00	0.00	0.00	0.00	47541020.00	47492280.00	0.00	0.00	
37	50000436.00	0.00	0.00	0.00	47957888.00	47909200.00	0.00	0.00	
38	50000320.00	0.00	0.00	0.00	47978288.00	47930276.00	0.00	0.00	
39	49984096.00	0.00	0.00	0.00	48000188.00	47944712.00	0.00	0.00	
40	49999464.00	0.00	0.00	0.00	47987000.00	47935904.00	0.00	0.00	
41	49999800.00	0.00	0.00	0.00	47983720.00	47935476.00	0.00	0.00	
42	50000184.00	0.00	0.00	0.00	48009832.00	47950964.00	0.00	0.00	
43	49998848.00	0.00	0.00	0.00	47977512.00	47927180.00	0.00	0.00	
44	50000264.00	0.00	0.00	0.00	47976720.00	47926224.00	0.00	0.00	
45	49999112.00	0.00	0.00	0.00	48020376.00	47966628.00	0.00	0.00	
46	50000392.00	0.00	0.00	0.00	47997204.00	47947376.00	0.00	0.00	
47	50000720.00	0.00	0.00	0.00	47999276.00	47946960.00	0.00	0.00	
48	49999376.00	0.00	0.00	0.00	48022496.00	47965708.00	0.00	0.00	
49	49985088.00	0.00	0.00	0.00	47995780.00	47942560.00	0.00	0.00	
50	50000024.00	0.00	0.00	0.00	48014292.00	47962668.00	0.00	0.00	
51	49999532.00	0.00	0.00	0.00	48038072.00	47981816.00	0.00	0.00	
52	49999344.00	0.00	0.00	0.00	48013564.00	47958212.00	0.00	0.00	
53	50000048.00	0.00	0.00	0.00	48030024.00	47975840.00	0.00	0.00	
54	49998176.00	0.00	0.00	0.00	48031472.00	47971176.00	0.00	0.00	
55	50001200.00	0.00	0.00	0.00	48008032.00	47954772.00	0.00	0.00	
56	49999596.00	0.00	0.00	0.00	48049788.00	47988152.00	0.00	0.00	
57	49999588.00	0.00	0.00	0.00	48025648.00	47966392.00	0.00	0.00	
58	49999680.00	0.00	0.00	0.00	48020920.00	47965272.00	0.00	0.00	
59	49986248.00	0.00	0.00	0.00	48039288.00	47976784.00	0.00	0.00	
60	49999720.00	0.00	0.00	0.00	48029916.00	47969928.00	0.00	0.00	
61	50000332.00	0.00	0.00	0.00	40970472.00	40950996.00	0.00	0.00	
62	49999392.00	0.00	0.00	0.00	47197912.00	47164368.00	0.00	0.00	
63	50000600.00	0.00	0.00	0.00	47513944.00	47479800.00	0.00	0.00	
64	49999328.00	0.00	0.00	0.00	47768644.00	47726720.00	0.00	0.00	
65	49999428.00	0.00	0.00	0.00	47863276.00	47819224.00	0.00	0.00	
66	50000324.00	0.00	0.00	0.00	47924012.00	47882160.00	0.00	0.00	
67	49999392.00	0.00	0.00	0.00	47993724.00	47940368.00	0.00	0.00	
68	49999364.00	0.00	0.00	0.00	47979820.00	47927684.00	0.00	0.00	
69	49985728.00	0.00	0.00	0.00	47957776.00	47908648.00	0.00	0.00	
70	50000284.00	0.00	0.00	0.00	48013704.00	47956168.00	0.00	0.00	
71	50000016.00	0.00	0.00	0.00	47991924.00	47938928.00	0.00	0.00	
72	50000364.00	0.00	0.00	0.00	47993724.00	47942412.00	0.00	0.00	
73	49999628.00	0.00	0.00	0.00	48028548.00	47971380.00	0.00	0.00	
74	50000008.00	0.00	0.00	0.00	48003460.00	47948488.00	0.00	0.00	
75	50000536.00	0.00	0.00	0.00	48004000.00	47950396.00	0.00	0.00	
76	49999508.00	0.00	0.00	0.00	48025564.00	47969436.00	0.00	0.00	
77	49999120.00	0.00	0.00	0.00	48003832.00	47948608.00	0.00	0.00	
78	50000680.00	0.00	0.00	0.00	48021052.00	47963800.00	0.00	0.00	
79	49984568.00	0.00	0.00	0.00	48016344.00	47956348.00	0.00	0.00	
80	50000452.00	0.00	0.00	0.00	48006212.00	47951660.00	0.00	0.00	
81	49998868.00	0.00	0.00	0.00	48040232.00	47976100.00	0.00	0.00	
82	49999424.00	0.00	0.00	0.00	48024296.00	47965768.00	0.00	0.00	
83	50000352.00	0.00	0.00	0.00	48010364.00	47958696.00	0.00	0.00	
84	49999872.00	0.00	0.00	0.00	48051168.00	47990168.00	0.00	0.00	
85	49999088.00	0.00	0.00	0.00	48012644.00	47956652.00	0.00	0.00	
86	50000120.00	0.00	0.00	0.00	48038196.00	47981304.00	0.00	0.00	
