993229	7.50983e-08
990849	7.52768e-08
989255	7.53969e-08
18973	3.77861e-06
183043	4.00663e-07
988363	7.54643e-08
999111	7.46605e-08
984971	7.57216e-08
379984	1.9442e-07
985621	7.56721e-08
986323	7.56188e-08
24201	2.96959e-06
988633	7.54439e-08
822357	9.05313e-08
993875	7.50499e-08
30729	2.34435e-06
969933	7.68837e-08
565382	1.31187e-07
974733	7.65089e-08
150735	4.85595e-07
968327	7.701e-08
982987	7.58729e-08
981261	7.6005e-08
34309	2.10205e-06
980115	7.6093e-08
970207	7.68622e-08
969497	7.6918e-08
979541	7.61371e-08
982745	7.58914e-08
968597	7.69887e-08
199453	3.68014e-07
981023	7.60232e-08
976866	7.63435e-08
39146	1.84475e-06
980130	7.60918e-08
970222	7.68611e-08
34598	2.08466e-06
981038	7.60221e-08
982760	7.58902e-08
977774	7.62733e-08
979830	7.61149e-08
969274	7.69355e-08
969980	7.688e-08
980400	7.60711e-08
981308	7.60014e-08
199230	3.68422e-07
977532	7.6292e-08
983034	7.58693e-08
991272	7.5245e-08
989540	7.53754e-08
991138	7.52551e-08
993006	7.5115e-08
984744	7.57388e-08
987950	7.54955e-08
988648	7.54427e-08
983150	7.58604e-08
824444	9.03044e-08
999650	7.46207e-08
504	0.000136915
990896	7.52733e-08
459135	1.61208e-07
3444	2.04594e-05
93170	7.81846e-07
988410	7.54607e-08
984778	7.57362e-08
79056	9.19916e-07
997696	7.47654e-08
994502	7.50031e-08
986240	7.56251e-08
989446	7.53825e-08
5390	1.31328e-05
19866	3.61042e-06
987742	7.55113e-08
985048	7.57157e-08
983326	7.5847e-08
988312	7.54681e-08
70466	1.03087e-06
986514	7.56043e-08
594753	1.24771e-07
177476	4.13103e-07
978378	7.62267e-08
981068	7.60198e-08
982666	7.58974e-08
977676	7.62809e-08
969546	7.69141e-08
974540	7.65239e-08
980160	7.60895e-08
970124	7.68687e-08
981342	7.59988e-08
43676	1.65523e-06
977438	7.62993e-08
982936	7.58768e-08
979732	7.61224e-08
969304	7.69331e-08
969886	7.68874e-08
980434	7.60684e-08
117803	6.19813e-07
287096	2.56602e-07
981359	7.59975e-08
978153	7.62441e-08
283262	2.60041e-07
980451	7.60671e-08
979749	7.61211e-08
969321	7.69318e-08
982715	7.58936e-08
224353	3.27555e-07
434016	1.70442e-07
981117	7.6016e-08
980209	7.60857e-08
970173	7.68649e-08
976817	7.63473e-08
955375	7.80435e-08
983343	7.58457e-08
997475	7.47818e-08
608104	1.22059e-07
985065	7.57144e-08
427	0.00016128
990947	7.52695e-08
989221	7.53995e-08
991593	7.52209e-08
988603	7.54461e-08
983101	7.58641e-08
984827	7.57325e-08
999351	7.46428e-08
295096	2.49715e-07
985719	7.56647e-08
986289	7.56214e-08
16179	4.42405e-06
993489	7.50788e-08
987549	7.55259e-08
989019	7.54147e-08
174411	4.2029e-07
986705	7.55898e-08
825309	9.02107e-08
995803	7.49061e-08
985239	7.57012e-08
987279	7.55463e-08
984329	7.57705e-08
984015	7.57944e-08
998019	7.47414e-08
29139	2.47095e-06
986947	7.55715e-08
985477	7.56831e-08
995529	7.49265e-08
51335	1.41056e-06
981661	7.59743e-08
982107	7.59402e-08
967959	7.70389e-08
969115	7.6948e-08
979159	7.61665e-08
980497	7.60636e-08
970589	7.68323e-08
981903	7.59558e-08
967363	7.70859e-08
967685	7.70605e-08
982345	7.59219e-08
979397	7.61482e-08
975939	7.64153e-08
975493	7.64499e-08
980739	7.6045e-08
967732	7.70568e-08
982392	7.59184e-08
981950	7.59522e-08
967410	7.70822e-08
975540	7.64462e-08
980786	7.60414e-08
979444	7.61446e-08
968888	7.69658e-08
982122	7.5939e-08
967974	7.70378e-08
967648	7.70635e-08
981676	7.59732e-08
980512	7.60625e-08
975782	7.64275e-08
969130	7.69468e-08
973868	7.65762e-08
984062	7.57908e-08
20900	3.43355e-06
998516	7.47046e-08
984376	7.57669e-08
985524	7.56795e-08
990258	7.53213e-08
402661	1.83577e-07
992184	7.51766e-08
989034	7.54136e-08
994854	7.49768e-08
984106	7.57874e-08
998758	7.46867e-08
320433	2.30159e-07
992364	7.51631e-08
991914	7.51968e-08
997164	7.48049e-08
985558	7.56769e-08
995482	7.493e-08
386463	1.91193e-07
10516	6.77698e-06
983964	7.57983e-08
32012	2.25131e-06
31690	2.27396e-06
94164	7.73675e-07
995720	7.49123e-08
77656	9.36333e-07
934536	7.97662e-08
990084	7.53344e-08
998338	7.47178e-08
983694	7.58189e-08
984136	7.57852e-08
987598	7.55222e-08
970268	7.68574e-08
980816	7.60391e-08
120722	6.04974e-07
968922	7.69631e-08
967766	7.70542e-08
982298	7.59255e-08
981980	7.59499e-08
978522	7.62156e-08
980546	7.60598e-08
970510	7.68385e-08
969160	7.69444e-08
979076	7.61729e-08
982024	7.59465e-08
968004	7.70354e-08
978760	7.61972e-08
981710	7.59706e-08
589094	1.25958e-07
979125	7.61691e-08
980595	7.60561e-08
970559	7.68346e-08
967603	7.7067e-08
981759	7.59668e-08
982073	7.59428e-08
968053	7.70315e-08
974189	7.65512e-08
41573	1.7381e-06
975591	7.64423e-08
980833	7.60378e-08
263396	2.7945e-07
157871	4.6386e-07
967783	7.70528e-08
982315	7.59242e-08
1277	5.46064e-05
320804	2.29895e-07
771558	9.64303e-08
12017	5.93848e-06
8829	8.05764e-06
312228	2.36146e-07
7671	9.26082e-06
983743	7.58151e-08
996973	7.48191e-08
986913	7.5574e-08
992557	7.51486e-08
990305	7.53178e-08
6691	1.06025e-05
4005	1.76208e-05
983981	7.5797e-08
998113	7.47344e-08
978779	7.61958e-08
981725	7.59694e-08
982043	7.59451e-08
98955	7.36583e-07
976145	7.63993e-08
64449	1.1261e-06
980561	7.60587e-08
970525	7.68373e-08
981967	7.59509e-08
967299	7.7091e-08
977039	7.63301e-08
982281	7.59268e-08
974159	7.65535e-08
968905	7.69645e-08
975557	7.64449e-08
980803	7.60401e-08
984155	7.57837e-08
987613	7.5521e-08
998353	7.47167e-08
983709	7.58177e-08
986641	7.55947e-08
990103	7.5333e-08
990545	7.52997e-08
985303	7.56963e-08
987343	7.55415e-08
3975	1.77524e-05
67801	1.07097e-06
988681	7.54403e-08
81177	8.96118e-07
999953	7.45983e-08
779	8.90298e-05
990275	7.532e-08
26792	2.68515e-06
12348	5.78088e-06
987390	7.55379e-08
984440	7.5762e-08
992574	7.51473e-08
990322	7.53165e-08
989876	7.53501e-08
992248	7.51718e-08
998368	7.47156e-08
994918	7.4972e-08
993440	7.50825e-08
987628	7.55199e-08
995754	7.49097e-08
552	0.000125144
986656	7.55935e-08
23674	3.03502e-06
967796	7.70518e-08
982328	7.59232e-08
982014	7.59473e-08
587373	1.26323e-07
975604	7.64413e-08
980850	7.60365e-08
974206	7.65499e-08
975922	7.64166e-08
982058	7.59439e-08
33570	2.14785e-06
967584	7.70685e-08
981740	7.59683e-08
980576	7.60575e-08
970540	7.68361e-08
976160	7.63982e-08
979110	7.61703e-08
34840	2.07033e-06
271571	2.71121e-07
979414	7.61469e-08
968858	7.69682e-08
967702	7.70592e-08
982362	7.59206e-08
981916	7.59548e-08
978458	7.62205e-08
980482	7.60648e-08
970574	7.68335e-08
976194	7.63955e-08
973838	7.65785e-08
982088	7.59416e-08
967940	7.70404e-08
967618	7.70658e-08
981646	7.59755e-08
992604	7.51451e-08
995546	7.49252e-08
420309	1.75944e-07
986960	7.55705e-08
995094	7.49589e-08
12382	5.76516e-06
987292	7.55453e-08
17094	4.18956e-06
995784	7.49075e-08
985220	7.57026e-08
986690	7.5591e-08
371167	1.98991e-07
989000	7.54162e-08
983758	7.5814e-08
984072	7.579e-08
987534	7.5527e-08
986739	7.55872e-08
28899	2.49127e-06
6141	1.1542e-05
25507	2.81903e-06
993523	7.50763e-08
987583	7.55233e-08
998323	7.47189e-08
983807	7.58103e-08
989927	7.53462e-08
1455	4.79932e-05
20091	3.57039e-06
990241	7.53226e-08
987309	7.5544e-08
249597	2.94741e-07
984045	7.57921e-08
998049	7.47392e-08
976243	7.63917e-08
979189	7.61642e-08
980531	7.6061e-08
975797	7.64263e-08
967667	7.7062e-08
981695	7.59717e-08
982137	7.59379e-08
967989	7.70366e-08
979431	7.61456e-08
968875	7.69668e-08
975527	7.64472e-08
980769	7.60427e-08
981933	7.59535e-08
33957	2.12362e-06
