second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
12	4335977.00	2958662.00	1521.00	1375740.00	0.00	54.00	4333673.00	1375865.00	0.00	1375864.00	1581958.00	0.00	2.00	0.00	2817478.00	848822.00	0.00	848747.00	1119907.00	2.00	0.00	0.00	1516213.00	527044.00	0.00	527117.00	462051.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1375.00	2958662.00	
13	4330431.00	2969935.00	1661.00	1358775.00	0.00	60.00	4326687.00	1358624.00	0.00	1358820.00	1609234.00	0.00	0.00	0.00	2812645.00	837287.00	0.00	837461.00	1137897.00	0.00	0.00	0.00	1514032.00	521337.00	0.00	521359.00	471337.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1557.00	2969950.00	
14	4340739.00	2978533.00	1848.00	1360225.00	0.00	133.00	4339710.00	1360665.00	0.00	1360706.00	1618332.00	0.00	1.00	0.00	2825196.00	839684.00	0.00	839707.00	1145805.00	1.00	0.00	0.00	1514511.00	520982.00	0.00	521000.00	472529.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1393.00	2978531.00	
15	4325538.00	2984610.00	1702.00	1339166.00	0.00	60.00	4320586.00	1338701.00	0.00	1338530.00	1643296.00	0.00	12.00	0.00	2806227.00	824614.00	0.00	824511.00	1157094.00	7.00	0.00	0.00	1514318.00	514089.00	0.00	514019.00	486205.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	1554.00	2984608.00	
16	4336729.00	2989888.00	1460.00	1345361.00	0.00	20.00	4334028.00	1345510.00	0.00	1345544.00	1643033.00	0.00	2.00	0.00	2815202.00	828791.00	0.00	828838.00	1157572.00	2.00	0.00	0.00	1518887.00	516719.00	0.00	516706.00	485462.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1365.00	2989900.00	
17	4321630.00	2979428.00	1380.00	1340786.00	0.00	37.00	4319366.00	1340937.00	0.00	1341003.00	1637428.00	0.00	0.00	0.00	2805066.00	824829.00	0.00	824831.00	1155406.00	0.00	0.00	0.00	1514302.00	516108.00	0.00	516172.00	482022.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1225.00	2979436.00	
18	4326223.00	2973625.00	1725.00	1350823.00	0.00	51.00	4323196.00	1350919.00	0.00	1351003.00	1621223.00	0.00	6.00	0.00	2810281.00	831818.00	0.00	831874.00	1146589.00	0.00	0.00	0.00	1512870.00	519101.00	0.00	519129.00	474634.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	1587.00	2973632.00	
19	4327300.00	2974916.00	1499.00	1350846.00	0.00	39.00	4324567.00	1350679.00	0.00	1350591.00	1623266.00	0.00	12.00	0.00	2808725.00	830634.00	0.00	830554.00	1147536.00	1.00	0.00	0.00	1515824.00	520045.00	0.00	520038.00	475730.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	1366.00	2974914.00	
20	4325025.00	2994480.00	1664.00	1328861.00	0.00	20.00	4321274.00	1328960.00	0.00	1328778.00	1663456.00	0.00	4.00	0.00	2808819.00	817719.00	0.00	817683.00	1173413.00	4.00	0.00	0.00	1512373.00	511237.00	0.00	511093.00	490044.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1541.00	2994479.00	
21	4334121.00	3001042.00	1802.00	1331192.00	0.00	85.00	4329641.00	1330894.00	0.00	1330898.00	1667814.00	0.00	1.00	0.00	2818258.00	820874.00	0.00	820819.00	1176563.00	1.00	0.00	0.00	1511350.00	510019.00	0.00	510080.00	491251.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1571.00	3001047.00	
22	2706331.00	1608405.00	62810.00	1001698.00	0.00	33418.00	2594212.00	1001551.00	0.00	995827.00	596532.00	0.00	160.00	0.00	388349.00	127165.00	0.00	128109.00	132943.00	132.00	0.00	0.00	2205723.00	874387.00	0.00	867719.00	463589.00	0.00	0.00	0.00	28.00	0.00	0.00	0.00	0.00	9181.00	1608406.00	
23	3555580.00	2197359.00	50244.00	1274567.00	0.00	33410.00	3465936.00	1274425.00	0.00	1272245.00	919072.00	0.00	76.00	0.00	1074284.00	319564.00	0.00	319554.00	435097.00	69.00	0.00	0.00	2391535.00	954861.00	0.00	952691.00	483976.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	3799.00	2197361.00	
24	3666828.00	2299504.00	46025.00	1292682.00	0.00	28617.00	3587479.00	1292795.00	0.00	1290855.00	1003566.00	0.00	42.00	0.00	1168342.00	342401.00	0.00	342261.00	483640.00	40.00	0.00	0.00	2418918.00	950394.00	0.00	948594.00	519928.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	3451.00	2299509.00	
25	3843010.00	2390746.00	36712.00	1391255.00	0.00	24297.00	3778402.00	1391496.00	0.00	1389804.00	996988.00	0.00	41.00	0.00	1386626.00	417128.00	0.00	417072.00	552392.00	35.00	0.00	0.00	2391703.00	974368.00	0.00	972733.00	444596.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	2355.00	2390750.00	
26	3866362.00	2399788.00	33665.00	1409978.00	0.00	22931.00	3807075.00	1409915.00	0.00	1408766.00	988185.00	0.00	29.00	0.00	1439278.00	434610.00	0.00	434459.00	570184.00	25.00	0.00	0.00	2367621.00	975308.00	0.00	974308.00	418001.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	1899.00	2399788.00	
27	3982514.00	2478613.00	26397.00	1459957.00	0.00	17547.00	3936162.00	1459996.00	0.00	1458918.00	1017070.00	0.00	54.00	0.00	1585713.00	483134.00	0.00	483181.00	619350.00	48.00	0.00	0.00	2350325.00	976862.00	0.00	975737.00	397720.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	1488.00	2478623.00	
28	4027470.00	2515155.00	24461.00	1471445.00	0.00	16409.00	3985426.00	1471482.00	0.00	1471013.00	1042707.00	0.00	21.00	0.00	1634749.00	496000.00	0.00	495852.00	642876.00	21.00	0.00	0.00	2350477.00	975484.00	0.00	975161.00	399831.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1251.00	2515154.00	
29	4094279.00	2556364.00	19910.00	1504294.00	0.00	13711.00	4059390.00	1504417.00	0.00	1503524.00	1051313.00	0.00	43.00	0.00	1722255.00	527787.00	0.00	527759.00	666667.00	42.00	0.00	0.00	2337043.00	976630.00	0.00	975765.00	384647.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	725.00	2556369.00	
30	4088047.00	2539808.00	20390.00	1513948.00	0.00	13901.00	4053660.00	1514386.00	0.00	1514001.00	1025139.00	0.00	17.00	0.00	1741856.00	540150.00	0.00	540000.00	661690.00	16.00	0.00	0.00	2311689.00	974236.00	0.00	974002.00	363450.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1013.00	2539812.00	
31	4159690.00	2587228.00	15236.00	1546547.00	0.00	10680.00	4132166.00	1546406.00	0.00	1545817.00	1039837.00	0.00	34.00	0.00	1827190.00	570017.00	0.00	570156.00	686986.00	31.00	0.00	0.00	2304904.00	976389.00	0.00	975661.00	352851.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	621.00	2587231.00	
32	4148106.00	2570816.00	16642.00	1548968.00	0.00	11680.00	4119204.00	1549133.00	0.00	1548679.00	1021327.00	0.00	19.00	0.00	1843163.00	580242.00	0.00	580010.00	682893.00	18.00	0.00	0.00	2275996.00	968892.00	0.00	968669.00	338434.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	679.00	2570821.00	
33	4188333.00	2600695.00	12649.00	1565967.00	0.00	9022.00	4165113.00	1565456.00	0.00	1565067.00	1034317.00	0.00	42.00	0.00	1905973.00	601042.00	0.00	601210.00	703680.00	41.00	0.00	0.00	2258911.00	964416.00	0.00	963857.00	330637.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	437.00	2600690.00	
34	4207407.00	2610441.00	12440.00	1575760.00	0.00	8766.00	4186050.00	1575982.00	0.00	1575765.00	1034205.00	0.00	10.00	0.00	1930381.00	610165.00	0.00	610009.00	710197.00	9.00	0.00	0.00	2255583.00	965818.00	0.00	965759.00	324007.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	635.00	2610449.00	
35	4233874.00	2624817.00	10496.00	1591389.00	0.00	7174.00	4215889.00	1591618.00	0.00	1591394.00	1032787.00	0.00	28.00	0.00	1982247.00	630407.00	0.00	630422.00	721389.00	28.00	0.00	0.00	2233584.00	961213.00	0.00	960972.00	311399.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	300.00	2624829.00	
36	4222697.00	2615717.00	11048.00	1588051.00	0.00	7881.00	4203495.00	1588071.00	0.00	1587809.00	1027498.00	0.00	6.00	0.00	1998510.00	637873.00	0.00	637859.00	722774.00	5.00	0.00	0.00	2204875.00	950199.00	0.00	949951.00	304724.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	427.00	2615716.00	
37	4259048.00	2637875.00	7978.00	1607687.00	0.00	5508.00	4243946.00	1607333.00	0.00	1606928.00	1029584.00	0.00	30.00	0.00	2039343.00	653352.00	0.00	653329.00	732635.00	28.00	0.00	0.00	2204532.00	953981.00	0.00	953599.00	296950.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	327.00	2637888.00	
38	4245485.00	2630180.00	9613.00	1598955.00	0.00	6737.00	4229116.00	1599007.00	0.00	1598967.00	1031069.00	0.00	9.00	0.00	2054450.00	660610.00	0.00	660636.00	733200.00	4.00	0.00	0.00	2174606.00	938399.00	0.00	938333.00	297869.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	404.00	2630175.00	
39	4282580.00	2653048.00	6405.00	1618741.00	0.00	4386.00	4272597.00	1619138.00	0.00	1618935.00	1034347.00	0.00	40.00	0.00	2093150.00	673108.00	0.00	673028.00	746994.00	21.00	0.00	0.00	2179311.00	946031.00	0.00	945908.00	287353.00	0.00	0.00	0.00	19.00	0.00	0.00	0.00	0.00	278.00	2653052.00	
40	4290054.00	2659659.00	5425.00	1621087.00	0.00	3884.00	4279276.00	1620681.00	0.00	1620579.00	1037953.00	0.00	18.00	0.00	2109395.00	677874.00	0.00	677909.00	753603.00	9.00	0.00	0.00	2169839.00	942808.00	0.00	942672.00	284350.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	156.00	2659669.00	
41	4285296.00	2652980.00	6164.00	1621854.00	0.00	4298.00	4275448.00	1622395.00	0.00	1621968.00	1030922.00	0.00	33.00	0.00	2134069.00	690949.00	0.00	690840.00	752261.00	19.00	0.00	0.00	2141252.00	931447.00	0.00	931131.00	278661.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00	258.00	2652984.00	
42	4274715.00	2632562.00	7729.00	1628769.00	0.00	5656.00	4259908.00	1628314.00	0.00	1628167.00	1003321.00	0.00	20.00	0.00	2131975.00	697716.00	0.00	697846.00	736401.00	12.00	0.00	0.00	2127849.00	930600.00	0.00	930321.00	266920.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	359.00	2632563.00	
43	4234036.00	2597524.00	11015.00	1617736.00	0.00	7762.00	4215032.00	1617950.00	0.00	1617552.00	979429.00	0.00	22.00	0.00	2145552.00	710488.00	0.00	710382.00	724663.00	20.00	0.00	0.00	2069404.00	907462.00	0.00	907172.00	254768.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	581.00	2597532.00	
44	4294494.00	2640972.00	6397.00	1642450.00	0.00	4675.00	4283459.00	1642409.00	0.00	1642612.00	998317.00	0.00	10.00	0.00	2174887.00	716639.00	0.00	716584.00	741657.00	8.00	0.00	0.00	2108461.00	925771.00	0.00	926029.00	256660.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	169.00	2640978.00	
45	4307993.00	2654497.00	5027.00	1644913.00	0.00	3556.00	4299417.00	1645126.00	0.00	1644582.00	1009529.00	0.00	15.00	0.00	2211316.00	727888.00	0.00	727802.00	755611.00	15.00	0.00	0.00	2087939.00	917240.00	0.00	916780.00	253920.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	163.00	2654496.00	
46	4310803.00	2683535.00	4705.00	1619322.00	0.00	3241.00	4303395.00	1619341.00	0.00	1619522.00	1064458.00	0.00	11.00	0.00	2217652.00	721780.00	0.00	721800.00	774060.00	11.00	0.00	0.00	2085682.00	897562.00	0.00	897722.00	290398.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	133.00	2683543.00	
47	4306441.00	2694699.00	4434.00	1604351.00	0.00	2957.00	4298467.00	1604398.00	0.00	1604286.00	1089676.00	0.00	11.00	0.00	2250026.00	729586.00	0.00	729615.00	790816.00	10.00	0.00	0.00	2048346.00	874813.00	0.00	874671.00	298861.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	143.00	2694702.00	
48	4262109.00	2659826.00	8314.00	1588403.00	0.00	5566.00	4246812.00	1587868.00	0.00	1587738.00	1071097.00	0.00	21.00	0.00	2231639.00	728116.00	0.00	728092.00	775412.00	19.00	0.00	0.00	2015086.00	859752.00	0.00	859647.00	295686.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	531.00	2659828.00	
49	4320226.00	2686810.00	4153.00	1626463.00	0.00	2801.00	4313503.00	1626817.00	0.00	1626600.00	1059982.00	0.00	10.00	0.00	2276767.00	748809.00	0.00	748773.00	779175.00	10.00	0.00	0.00	2036645.00	878008.00	0.00	877829.00	280808.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	191.00	2686818.00	
50	4315986.00	2694222.00	2547.00	1617510.00	0.00	1708.00	4312992.00	1617763.00	0.00	1618001.00	1077226.00	0.00	7.00	0.00	2288960.00	748682.00	0.00	748760.00	791511.00	7.00	0.00	0.00	2024037.00	869081.00	0.00	869241.00	285715.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	49.00	2694227.00	
51	4296961.00	2661513.00	5016.00	1627160.00	0.00	3273.00	4286759.00	1626684.00	0.00	1626298.00	1033693.00	0.00	12.00	0.00	2281575.00	757555.00	0.00	757496.00	766513.00	11.00	0.00	0.00	2005113.00	869130.00	0.00	868802.00	267180.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	311.00	2661514.00	
52	4317749.00	2656344.00	3840.00	1654920.00	0.00	2645.00	4310331.00	1654787.00	0.00	1654659.00	1000762.00	0.00	13.00	0.00	2300265.00	774674.00	0.00	774568.00	751010.00	13.00	0.00	0.00	2009960.00	880113.00	0.00	880094.00	249753.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	141.00	2656352.00	
53	4321749.00	2665492.00	3067.00	1651086.00	0.00	2104.00	4317528.00	1651365.00	0.00	1651421.00	1014655.00	0.00	16.00	0.00	2321649.00	780053.00	0.00	780124.00	761456.00	16.00	0.00	0.00	1995812.00	871313.00	0.00	871299.00	253200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	90.00	2665497.00	
54	4328866.00	2677145.00	2819.00	1646952.00	0.00	1950.00	4324357.00	1647051.00	0.00	1646981.00	1030194.00	0.00	12.00	0.00	2339922.00	782418.00	0.00	782350.00	775144.00	10.00	0.00	0.00	1984318.00	864633.00	0.00	864632.00	255050.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	95.00	2677142.00	
55	4332122.00	2677154.00	2584.00	1650522.00	0.00	1862.00	4327675.00	1650505.00	0.00	1650521.00	1026637.00	0.00	5.00	0.00	2351889.00	789400.00	0.00	789463.00	773022.00	5.00	0.00	0.00	1975780.00	861106.00	0.00	861059.00	253615.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	69.00	2677165.00	
56	4335849.00	2682422.00	1871.00	1650174.00	0.00	1382.00	4331919.00	1649919.00	0.00	1649924.00	1031954.00	0.00	16.00	0.00	2364979.00	791943.00	0.00	791938.00	781082.00	16.00	0.00	0.00	1966834.00	857976.00	0.00	857986.00	250873.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71.00	2682429.00	
57	4304510.00	2657612.00	5052.00	1638569.00	0.00	3277.00	4295838.00	1638669.00	0.00	1638476.00	1018612.00	0.00	14.00	0.00	2360245.00	794872.00	0.00	794830.00	770534.00	10.00	0.00	0.00	1935528.00	843801.00	0.00	843646.00	248079.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	257.00	2657615.00	
58	4337077.00	2713913.00	2018.00	1619764.00	0.00	1382.00	4335371.00	1620289.00	0.00	1620225.00	1094648.00	0.00	36.00	0.00	2385668.00	784358.00	0.00	784358.00	816941.00	14.00	0.00	0.00	1949535.00	835935.00	0.00	835870.00	277708.00	0.00	0.00	0.00	22.00	0.00	0.00	0.00	0.00	78.00	2713923.00	
59	4334756.00	2719395.00	2256.00	1611640.00	0.00	1467.00	4329802.00	1611237.00	0.00	1611196.00	1107298.00	0.00	17.00	0.00	2399283.00	787418.00	0.00	787390.00	824469.00	5.00	0.00	0.00	1930467.00	823821.00	0.00	823807.00	282828.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	104.00	2719395.00	
60	4351967.00	2733169.00	783.00	1617559.00	0.00	458.00	4351057.00	1617515.00	0.00	1617663.00	1115824.00	0.00	38.00	0.00	2410979.00	789587.00	0.00	789592.00	831784.00	16.00	0.00	0.00	1940064.00	827930.00	0.00	828071.00	284041.00	0.00	0.00	0.00	22.00	0.00	0.00	0.00	0.00	19.00	2733182.00	
61	4340349.00	2720393.00	1738.00	1617014.00	0.00	1204.00	4337677.00	1617085.00	0.00	1616947.00	1103542.00	0.00	20.00	0.00	2413390.00	794091.00	0.00	794167.00	825124.00	8.00	0.00	0.00	1924204.00	822994.00	0.00	822780.00	278418.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	70.00	2720390.00	
62	4320254.00	2782067.00	2735.00	1533851.00	0.00	1602.00	4316267.00	1533647.00	0.00	1534001.00	1248485.00	0.00	29.00	0.00	2427847.00	769679.00	0.00	769740.00	888417.00	11.00	0.00	0.00	1888316.00	763969.00	0.00	764261.00	360068.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	80.00	2782066.00	
63	4293086.00	2949142.00	1725.00	1341431.00	0.00	788.00	4289157.00	1340925.00	0.00	1341441.00	1606748.00	0.00	26.00	0.00	2473360.00	704536.00	0.00	704785.00	1064032.00	8.00	0.00	0.00	1815783.00	636391.00	0.00	636657.00	542717.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	94.00	2949145.00	
64	4266966.00	2988918.00	3105.00	1273758.00	0.00	1186.00	4262704.00	1273764.00	0.00	1273711.00	1715068.00	0.00	22.00	0.00	2483350.00	684319.00	0.00	684305.00	1114719.00	7.00	0.00	0.00	1779215.00	589445.00	0.00	589406.00	600349.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	74.00	2988928.00	
65	4286936.00	3043512.00	988.00	1242113.00	0.00	323.00	4286709.00	1242278.00	0.00	1242244.00	1802168.00	0.00	12.00	0.00	2511627.00	675134.00	0.00	675124.00	1161371.00	0.00	0.00	0.00	1775075.00	567144.00	0.00	567121.00	640797.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	35.00	3043515.00	
66	4281301.00	3054274.00	1075.00	1225617.00	0.00	335.00	4278511.00	1225282.00	0.00	1225013.00	1828070.00	0.00	27.00	0.00	2514926.00	671470.00	0.00	671374.00	1172069.00	14.00	0.00	0.00	1763470.00	553812.00	0.00	553641.00	656005.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	63.00	3054266.00	
67	4284168.00	3035624.00	859.00	1247363.00	0.00	323.00	4284423.00	1247611.00	0.00	1247773.00	1789053.00	0.00	0.00	0.00	2524303.00	685960.00	0.00	686019.00	1152323.00	0.00	0.00	0.00	1760134.00	561651.00	0.00	561755.00	636729.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	3035630.00	
68	4247256.00	2974332.00	4164.00	1267688.00	0.00	1073.00	4241759.00	1267737.00	0.00	1267638.00	1706318.00	0.00	11.00	0.00	2507248.00	703007.00	0.00	702926.00	1101305.00	10.00	0.00	0.00	1734457.00	564731.00	0.00	564713.00	605013.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	384.00	2974340.00	
69	4279303.00	2998658.00	1030.00	1279153.00	0.00	463.00	4277403.00	1279189.00	0.00	1279267.00	1718976.00	0.00	1.00	0.00	2528220.00	708339.00	0.00	708307.00	1111573.00	1.00	0.00	0.00	1749214.00	570850.00	0.00	570960.00	607403.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	62.00	2998665.00	
70	4293182.00	3007284.00	501.00	1285249.00	0.00	149.00	4291640.00	1284986.00	0.00	1285042.00	1721547.00	0.00	6.00	0.00	2552268.00	715808.00	0.00	715886.00	1120567.00	6.00	0.00	0.00	1739315.00	569180.00	0.00	569158.00	600979.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	3007293.00	
71	4278773.00	2994874.00	579.00	1283124.00	0.00	196.00	4280432.00	1283656.00	0.00	1283731.00	1712992.00	0.00	4.00	0.00	2544156.00	713150.00	0.00	713164.00	1117841.00	2.00	0.00	0.00	1736228.00	570506.00	0.00	570568.00	595152.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	29.00	2994871.00	
72	2245388.00	1343649.00	68891.00	802972.00	0.00	29876.00	2123379.00	802103.00	0.00	796364.00	524924.00	0.00	46.00	0.00	106417.00	52258.00	0.00	53180.00	959.00	20.00	0.00	0.00	2017019.00	749844.00	0.00	743184.00	523965.00	0.00	0.00	0.00	26.00	0.00	0.00	0.00	0.00	12323.00	1343646.00	
73	2916985.00	1751978.00	63380.00	1067025.00	0.00	34602.00	2807629.00	1067345.00	0.00	1062550.00	677377.00	0.00	86.00	0.00	491288.00	152383.00	0.00	152174.00	186654.00	78.00	0.00	0.00	2316069.00	914962.00	0.00	910376.00	490723.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	8763.00	1751987.00	
74	3524823.00	2188516.00	51574.00	1251719.00	0.00	33014.00	3433817.00	1251662.00	0.00	1249389.00	932547.00	0.00	62.00	0.00	1089145.00	331438.00	0.00	331421.00	426229.00	58.00	0.00	0.00	2344514.00	920224.00	0.00	917968.00	506318.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	4262.00	2188512.00	
