second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
13	4444238.00	2559749.00	1245.00	1883218.00	0.00	26.00	4442625.00	1883195.00	0.00	1883111.00	676357.00	0.00	1.00	0.00	2735279.00	1029493.00	0.00	1029516.00	676269.00	1.00	0.00	0.00	1707386.00	853702.00	0.00	853596.00	88.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	144.00	2559750.00	
14	4434707.00	2554621.00	891.00	1879171.00	0.00	25.00	4435143.00	1879775.00	0.00	1879824.00	675576.00	0.00	0.00	0.00	2728695.00	1026592.00	0.00	1026590.00	675512.00	0.00	0.00	0.00	1706482.00	853183.00	0.00	853235.00	64.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	96.00	2554625.00	
15	4434323.00	2553830.00	1155.00	1879240.00	0.00	99.00	4432512.00	1879018.00	0.00	1879129.00	674407.00	0.00	2.00	0.00	2727166.00	1026390.00	0.00	1026434.00	674343.00	0.00	0.00	0.00	1705390.00	852628.00	0.00	852696.00	64.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	111.00	2553839.00	
16	4430405.00	2551801.00	1085.00	1877383.00	0.00	136.00	4428762.00	1877281.00	0.00	1877171.00	674229.00	0.00	3.00	0.00	2725201.00	1025545.00	0.00	1025479.00	674175.00	2.00	0.00	0.00	1703487.00	851739.00	0.00	851693.00	54.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	110.00	2551803.00	
17	4433253.00	2553367.00	1320.00	1878496.00	0.00	70.00	4429892.00	1877751.00	0.00	1877682.00	674469.00	0.00	2.00	0.00	2726238.00	1025920.00	0.00	1025901.00	674416.00	2.00	0.00	0.00	1703668.00	851833.00	0.00	851782.00	53.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	138.00	2553372.00	
18	4417965.00	2545499.00	1071.00	1871346.00	0.00	50.00	4417558.00	1871607.00	0.00	1871742.00	674154.00	0.00	1.00	0.00	2720532.00	1023200.00	0.00	1023246.00	674086.00	1.00	0.00	0.00	1696975.00	848409.00	0.00	848499.00	68.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	111.00	2545500.00	
19	4423598.00	2547845.00	1175.00	1874401.00	0.00	177.00	4423709.00	1875077.00	0.00	1875032.00	673590.00	0.00	8.00	0.00	2722891.00	1024679.00	0.00	1024667.00	673538.00	7.00	0.00	0.00	1700817.00	850399.00	0.00	850365.00	52.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	106.00	2547851.00	
20	4420056.00	2544870.00	1516.00	1873230.00	0.00	440.00	4418076.00	1873291.00	0.00	1873256.00	671580.00	0.00	0.00	0.00	2718647.00	1023573.00	0.00	1023559.00	671515.00	0.00	0.00	0.00	1699482.00	849719.00	0.00	849699.00	65.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	120.00	2544869.00	
21	4435731.00	2554065.00	1323.00	1880049.00	0.00	296.00	4433511.00	1879801.00	0.00	1879885.00	673816.00	0.00	3.00	0.00	2726560.00	1026374.00	0.00	1026424.00	673761.00	1.00	0.00	0.00	1706946.00	853428.00	0.00	853461.00	55.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	115.00	2554076.00	
22	2732184.00	1499696.00	90029.00	1099211.00	0.00	43248.00	2595415.00	1098195.00	0.00	1097403.00	399549.00	0.00	223.00	0.00	346189.00	126095.00	0.00	127658.00	92286.00	150.00	0.00	0.00	2249181.00	972100.00	0.00	969745.00	307263.00	0.00	0.00	0.00	73.00	0.00	0.00	0.00	0.00	84.00	1499691.00	
23	3427836.00	1887028.00	59013.00	1433152.00	0.00	48643.00	3320380.00	1433218.00	0.00	1432916.00	453939.00	0.00	155.00	0.00	988307.00	337604.00	0.00	337522.00	313075.00	106.00	0.00	0.00	2331921.00	1095614.00	0.00	1095394.00	140864.00	0.00	0.00	0.00	49.00	0.00	0.00	0.00	0.00	7.00	1887031.00	
24	3518510.00	1940680.00	55243.00	1475706.00	0.00	46881.00	3417061.00	1475818.00	0.00	1475749.00	465209.00	0.00	141.00	0.00	1090684.00	366738.00	0.00	366607.00	357256.00	83.00	0.00	0.00	2326235.00	1109081.00	0.00	1109143.00	107953.00	0.00	0.00	0.00	58.00	0.00	0.00	0.00	0.00	5.00	1940683.00	
25	3530901.00	1930645.00	54344.00	1498978.00	0.00	46936.00	3429121.00	1498879.00	0.00	1498695.00	431404.00	0.00	188.00	0.00	1242188.00	438902.00	0.00	438942.00	364225.00	119.00	0.00	0.00	2186978.00	1059977.00	0.00	1059753.00	67179.00	0.00	0.00	0.00	69.00	0.00	0.00	0.00	0.00	9.00	1930647.00	
26	3461445.00	1867477.00	63143.00	1482050.00	0.00	48776.00	3349230.00	1481810.00	0.00	1481914.00	385336.00	0.00	50.00	0.00	1251814.00	455529.00	0.00	455464.00	340796.00	25.00	0.00	0.00	2097298.00	1026281.00	0.00	1026451.00	44541.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	23.00	1867480.00	
27	3530310.00	1907185.00	61237.00	1515019.00	0.00	46869.00	3422445.00	1515097.00	0.00	1514948.00	392239.00	0.00	67.00	0.00	1359850.00	500877.00	0.00	500871.00	358042.00	60.00	0.00	0.00	2062506.00	1014221.00	0.00	1014081.00	34197.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	33.00	1907188.00	
28	3533177.00	1907325.00	61365.00	1516873.00	0.00	47614.00	3424266.00	1517033.00	0.00	1516857.00	390370.00	0.00	38.00	0.00	1389053.00	515191.00	0.00	515091.00	358745.00	26.00	0.00	0.00	2035247.00	1001842.00	0.00	1001768.00	31625.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	55.00	1907326.00	
29	3605157.00	1955289.00	57792.00	1546642.00	0.00	45434.00	3502138.00	1546708.00	0.00	1546630.00	408663.00	0.00	66.00	0.00	1474254.00	546905.00	0.00	546944.00	380353.00	53.00	0.00	0.00	2027813.00	999803.00	0.00	999687.00	28310.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	40.00	1955293.00	
30	3591064.00	1943749.00	58824.00	1541207.00	0.00	47284.00	3484886.00	1541142.00	0.00	1541055.00	402626.00	0.00	23.00	0.00	1491052.00	557863.00	0.00	557791.00	375385.00	13.00	0.00	0.00	1993794.00	983279.00	0.00	983264.00	27241.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	63.00	1943754.00	
31	3696142.00	2014322.00	53161.00	1584632.00	0.00	44027.00	3598464.00	1584458.00	0.00	1584369.00	429524.00	0.00	55.00	0.00	1579552.00	587001.00	0.00	586993.00	405508.00	50.00	0.00	0.00	2018857.00	997459.00	0.00	997377.00	24016.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	57.00	2014324.00	
32	3689414.00	2009691.00	53478.00	1582038.00	0.00	44207.00	3592124.00	1582143.00	0.00	1582219.00	427694.00	0.00	23.00	0.00	1596477.00	595571.00	0.00	595538.00	405356.00	12.00	0.00	0.00	1995602.00	986572.00	0.00	986681.00	22338.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	84.00	2009694.00	
33	3735594.00	2043816.00	49626.00	1601075.00	0.00	41077.00	3644760.00	1601159.00	0.00	1600943.00	442631.00	0.00	42.00	0.00	1657412.00	617756.00	0.00	617815.00	421810.00	31.00	0.00	0.00	1987363.00	983403.00	0.00	983128.00	20821.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	52.00	2043827.00	
34	3720795.00	2034504.00	50758.00	1593414.00	0.00	42119.00	3627952.00	1593428.00	0.00	1593345.00	441087.00	0.00	20.00	0.00	1665573.00	622555.00	0.00	622428.00	420575.00	15.00	0.00	0.00	1962308.00	970874.00	0.00	970917.00	20512.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	88.00	2034504.00	
35	3767069.00	2066335.00	47945.00	1612462.00	0.00	40328.00	3678643.00	1612469.00	0.00	1612340.00	453737.00	0.00	29.00	0.00	1719668.00	642609.00	0.00	642641.00	434393.00	25.00	0.00	0.00	1958912.00	969861.00	0.00	969704.00	19344.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	47.00	2066338.00	
36	3737239.00	2045652.00	49866.00	1600153.00	0.00	41568.00	3646091.00	1600271.00	0.00	1600164.00	445623.00	0.00	32.00	0.00	1717664.00	645291.00	0.00	645145.00	427200.00	28.00	0.00	0.00	1928429.00	954981.00	0.00	955021.00	18423.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	64.00	2045656.00	
37	3820543.00	2103618.00	44649.00	1634149.00	0.00	38128.00	3738310.00	1634379.00	0.00	1634407.00	469408.00	0.00	43.00	0.00	1786781.00	666789.00	0.00	666815.00	453136.00	41.00	0.00	0.00	1951456.00	967590.00	0.00	967592.00	16272.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	35.00	2103619.00	
38	3871976.00	2138979.00	41502.00	1655533.00	0.00	35962.00	3794732.00	1655635.00	0.00	1655580.00	483449.00	0.00	36.00	0.00	1825829.00	678918.00	0.00	678802.00	468080.00	30.00	0.00	0.00	1968874.00	976719.00	0.00	976779.00	15370.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	74.00	2138980.00	
39	3886192.00	2151359.00	39393.00	1661136.00	0.00	34304.00	3812404.00	1661152.00	0.00	1661107.00	490107.00	0.00	34.00	0.00	1861292.00	692414.00	0.00	692508.00	476346.00	24.00	0.00	0.00	1951108.00	968738.00	0.00	968599.00	13761.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	13.00	2151366.00	
40	3891255.00	2156476.00	39261.00	1662202.00	0.00	33317.00	3819351.00	1662382.00	0.00	1662446.00	494439.00	0.00	42.00	0.00	1869290.00	694065.00	0.00	693942.00	481252.00	31.00	0.00	0.00	1950022.00	968320.00	0.00	968504.00	13187.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	21.00	2156478.00	
41	3920349.00	2174274.00	37500.00	1674479.00	0.00	34096.00	3847095.00	1673847.00	0.00	1673649.00	499584.00	0.00	28.00	0.00	1911802.00	711867.00	0.00	711888.00	488026.00	21.00	0.00	0.00	1935306.00	961980.00	0.00	961761.00	11558.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	36.00	2174275.00	
42	4009290.00	2236934.00	32259.00	1710143.00	0.00	29954.00	3947556.00	1710270.00	0.00	1710236.00	526929.00	0.00	27.00	0.00	1962745.00	723257.00	0.00	723115.00	516347.00	26.00	0.00	0.00	1984720.00	987015.00	0.00	987122.00	10582.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	26.00	2236938.00	
43	3958248.00	2201854.00	34389.00	1690271.00	0.00	31734.00	3892564.00	1690557.00	0.00	1690506.00	511530.00	0.00	21.00	0.00	1965731.00	731641.00	0.00	731794.00	502280.00	16.00	0.00	0.00	1926885.00	958917.00	0.00	958715.00	9250.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	36.00	2201856.00	
44	4038318.00	2259109.00	29194.00	1722780.00	0.00	27235.00	3982435.00	1722896.00	0.00	1722904.00	536478.00	0.00	33.00	0.00	2011244.00	741799.00	0.00	741572.00	527844.00	28.00	0.00	0.00	1971069.00	981097.00	0.00	981333.00	8634.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	46.00	2259111.00	
45	3968066.00	2207902.00	34481.00	1694283.00	0.00	31400.00	3901565.00	1694164.00	0.00	1694031.00	513393.00	0.00	7.00	0.00	1995336.00	745497.00	0.00	745605.00	504233.00	2.00	0.00	0.00	1906264.00	948670.00	0.00	948428.00	9161.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	54.00	2207905.00	
46	4105529.00	2309785.00	24901.00	1747177.00	0.00	23668.00	4058250.00	1747596.00	0.00	1747745.00	562829.00	0.00	35.00	0.00	2070365.00	757536.00	0.00	757388.00	555412.00	29.00	0.00	0.00	1987841.00	990060.00	0.00	990358.00	7417.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	42.00	2309791.00	
47	4313570.00	2465580.00	8184.00	1831432.00	0.00	8375.00	4297471.00	1831517.00	0.00	1831693.00	634264.00	0.00	1.00	0.00	2183200.00	776331.00	0.00	776125.00	630744.00	0.00	0.00	0.00	2114277.00	1055187.00	0.00	1055569.00	3520.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	10.00	2465583.00	
48	4362822.00	2507567.00	2288.00	1850856.00	0.00	2111.00	4358221.00	1850714.00	0.00	1850790.00	656669.00	0.00	32.00	0.00	2225674.00	785573.00	0.00	785634.00	654440.00	27.00	0.00	0.00	2132532.00	1065141.00	0.00	1065157.00	2229.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	4.00	2507569.00	
49	4362977.00	2504985.00	3418.00	1851178.00	0.00	3396.00	4356687.00	1851404.00	0.00	1851397.00	653832.00	0.00	10.00	0.00	2236704.00	792619.00	0.00	792421.00	651657.00	7.00	0.00	0.00	2119941.00	1058787.00	0.00	1058976.00	2175.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	8.00	2504991.00	
50	4366887.00	2509469.00	2428.00	1852541.00	0.00	2449.00	4362199.00	1852652.00	0.00	1852583.00	656944.00	0.00	25.00	0.00	2255492.00	800119.00	0.00	800188.00	655164.00	20.00	0.00	0.00	2106714.00	1052535.00	0.00	1052395.00	1779.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	6.00	2509466.00	
51	4364560.00	2505711.00	3147.00	1852654.00	0.00	3048.00	4358538.00	1852675.00	0.00	1852687.00	653132.00	0.00	5.00	0.00	2260260.00	804367.00	0.00	804326.00	651565.00	3.00	0.00	0.00	2098242.00	1048310.00	0.00	1048362.00	1568.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	9.00	2505717.00	
52	4370250.00	2509810.00	2843.00	1854612.00	0.00	2986.00	4363180.00	1854122.00	0.00	1854095.00	654996.00	0.00	25.00	0.00	2277180.00	811864.00	0.00	811903.00	653399.00	15.00	0.00	0.00	2086058.00	1042258.00	0.00	1042192.00	1598.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	6.00	2509817.00	
53	4380607.00	2518072.00	1728.00	1859130.00	0.00	1678.00	4377307.00	1859200.00	0.00	1859124.00	658866.00	0.00	17.00	0.00	2287430.00	815052.00	0.00	814963.00	657403.00	12.00	0.00	0.00	2089778.00	1044148.00	0.00	1044162.00	1463.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	7.00	2518078.00	
54	4378481.00	2516674.00	1943.00	1858039.00	0.00	1826.00	4375368.00	1858167.00	0.00	1858265.00	658870.00	0.00	15.00	0.00	2302754.00	822547.00	0.00	822552.00	657641.00	13.00	0.00	0.00	2072566.00	1035621.00	0.00	1035714.00	1229.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	6.00	2516677.00	
55	4381320.00	2520835.00	1240.00	1858107.00	0.00	1139.00	4378376.00	1857955.00	0.00	1857925.00	662535.00	0.00	21.00	0.00	2312848.00	825771.00	0.00	825793.00	661266.00	19.00	0.00	0.00	2065589.00	1032185.00	0.00	1032133.00	1269.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	13.00	2520845.00	
56	4359692.00	2503430.00	2763.00	1850858.00	0.00	2641.00	4353622.00	1850558.00	0.00	1850499.00	652485.00	0.00	8.00	0.00	2318027.00	833367.00	0.00	833366.00	651290.00	5.00	0.00	0.00	2035523.00	1017191.00	0.00	1017134.00	1195.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	4.00	2503429.00	
57	4388352.00	2524638.00	1183.00	1861395.00	0.00	1137.00	4385997.00	1861457.00	0.00	1861429.00	663139.00	0.00	19.00	0.00	2339796.00	838848.00	0.00	838859.00	662072.00	17.00	0.00	0.00	2046249.00	1022609.00	0.00	1022571.00	1067.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	7.00	2524646.00	
58	4368575.00	2509160.00	2470.00	1854528.00	0.00	2417.00	4364663.00	1854861.00	0.00	1854848.00	654852.00	0.00	4.00	0.00	2339090.00	842669.00	0.00	842608.00	653813.00	0.00	0.00	0.00	2025476.00	1012193.00	0.00	1012240.00	1039.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	6.00	2509164.00	
59	4391877.00	2528530.00	655.00	1862068.00	0.00	624.00	4390344.00	1862000.00	0.00	1861993.00	666350.00	0.00	25.00	0.00	2359142.00	846822.00	0.00	846841.00	665458.00	21.00	0.00	0.00	2031226.00	1015178.00	0.00	1015152.00	892.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	5.00	2528536.00	
60	4392322.00	2525221.00	1453.00	1864255.00	0.00	1393.00	4390917.00	1864965.00	0.00	1864844.00	661153.00	0.00	4.00	0.00	2365900.00	852881.00	0.00	852806.00	660213.00	0.00	0.00	0.00	2025066.00	1012084.00	0.00	1012038.00	940.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	13.00	2525231.00	
61	4403627.00	2534976.00	582.00	1867526.00	0.00	543.00	4401018.00	1866829.00	0.00	1866878.00	667221.00	0.00	15.00	0.00	2384711.00	859185.00	0.00	859127.00	666387.00	12.00	0.00	0.00	2016234.00	1007645.00	0.00	1007751.00	835.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	4.00	2534976.00	
62	4397451.00	2529475.00	1012.00	1866063.00	0.00	902.00	4396392.00	1866282.00	0.00	1866412.00	663673.00	0.00	7.00	0.00	2383950.00	860416.00	0.00	860547.00	662983.00	4.00	0.00	0.00	2012423.00	1005866.00	0.00	1005865.00	690.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	6.00	2529478.00	
63	4401616.00	2532251.00	639.00	1868073.00	0.00	653.00	4400287.00	1868100.00	0.00	1868078.00	664044.00	0.00	14.00	0.00	2399596.00	868110.00	0.00	868067.00	663408.00	11.00	0.00	0.00	2000647.00	999991.00	0.00	1000016.00	637.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	7.00	2532252.00	
64	4395420.00	2529471.00	875.00	1864233.00	0.00	842.00	4394187.00	1864474.00	0.00	1864417.00	665280.00	0.00	12.00	0.00	2401149.00	868295.00	0.00	868256.00	664589.00	9.00	0.00	0.00	1993036.00	996181.00	0.00	996161.00	691.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	11.00	2529475.00	
65	4389582.00	2524321.00	1166.00	1862999.00	0.00	1096.00	4385854.00	1862372.00	0.00	1862342.00	661142.00	0.00	7.00	0.00	2406806.00	873169.00	0.00	873149.00	660482.00	6.00	0.00	0.00	1979058.00	989204.00	0.00	989194.00	660.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	7.00	2524327.00	
66	4386113.00	2524838.00	529.00	1860256.00	0.00	490.00	4385978.00	1860585.00	0.00	1860599.00	664772.00	0.00	23.00	0.00	2412334.00	874091.00	0.00	874060.00	664165.00	16.00	0.00	0.00	1973646.00	986494.00	0.00	986538.00	607.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	5.00	2524844.00	
67	4400715.00	2531860.00	712.00	1867485.00	0.00	658.00	4399639.00	1867603.00	0.00	1867560.00	664446.00	0.00	7.00	0.00	2424246.00	880230.00	0.00	880218.00	663793.00	5.00	0.00	0.00	1975372.00	987374.00	0.00	987343.00	653.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	6.00	2531859.00	
68	4399494.00	2532795.00	330.00	1866105.00	0.00	265.00	4397497.00	1865573.00	0.00	1865496.00	666334.00	0.00	12.00	0.00	2432939.00	883524.00	0.00	883617.00	665786.00	12.00	0.00	0.00	1964478.00	982051.00	0.00	981878.00	548.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00	2532802.00	
69	4390174.00	2524980.00	799.00	1863638.00	0.00	758.00	4389532.00	1863964.00	0.00	1864054.00	661610.00	0.00	0.00	0.00	2432635.00	885847.00	0.00	885744.00	661046.00	0.00	0.00	0.00	1956995.00	978119.00	0.00	978311.00	565.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	2524991.00	
70	4397991.00	2531482.00	603.00	1865393.00	0.00	514.00	4395981.00	1864993.00	0.00	1864944.00	665913.00	0.00	23.00	0.00	2447604.00	891074.00	0.00	891112.00	665399.00	20.00	0.00	0.00	1948273.00	973921.00	0.00	973835.00	514.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	6.00	2531486.00	
71	4388508.00	2524595.00	724.00	1862490.00	0.00	699.00	4388944.00	1863355.00	0.00	1863328.00	662317.00	0.00	12.00	0.00	2447894.00	893042.00	0.00	892987.00	661854.00	11.00	0.00	0.00	1941118.00	970313.00	0.00	970341.00	463.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	6.00	2524597.00	
72	2443779.00	1322373.00	103796.00	978122.00	0.00	39488.00	2294708.00	976164.00	0.00	976881.00	341589.00	0.00	103.00	0.00	108499.00	53361.00	0.00	54955.00	148.00	34.00	0.00	0.00	2186239.00	922804.00	0.00	921926.00	341440.00	0.00	0.00	0.00	69.00	0.00	0.00	0.00	0.00	84.00	1322376.00	
73	2787539.00	1518218.00	93161.00	1131007.00	0.00	45153.00	2650101.00	1131255.00	0.00	1129893.00	388701.00	0.00	151.00	0.00	354552.00	122055.00	0.00	121922.00	110469.00	106.00	0.00	0.00	2295448.00	1009200.00	0.00	1007971.00	278232.00	0.00	0.00	0.00	45.00	0.00	0.00	0.00	0.00	159.00	1518229.00	
74	3382765.00	1855697.00	61778.00	1416434.00	0.00	48856.00	3272697.00	1416713.00	0.00	1416375.00	439311.00	0.00	177.00	0.00	947475.00	321181.00	0.00	321090.00	305083.00	121.00	0.00	0.00	2325101.00	1095532.00	0.00	1095285.00	134228.00	0.00	0.00	0.00	56.00	0.00	0.00	0.00	0.00	5.00	1855697.00	
75	3426102.00	1875976.00	60033.00	1441038.00	0.00	49057.00	3317211.00	1441081.00	0.00	1440933.00	435029.00	0.00	122.00	0.00	1024190.00	349142.00	0.00	349051.00	325926.00	71.00	0.00	0.00	2292975.00	1091939.00	0.00	1091882.00	109103.00	0.00	0.00	0.00	51.00	0.00	0.00	0.00	0.00	2.00	1875979.00	
