second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
17	4320109.00	2986069.00	6266.00	1327715.00	0.00	62.00	4312161.00	1327638.00	0.00	1327353.00	1657265.00	0.00	2.00	0.00	2793245.00	805057.00	0.00	804925.00	1183261.00	2.00	0.00	0.00	1519013.00	522581.00	0.00	522428.00	474004.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	146.00	2986076.00	
18	4299809.00	2974636.00	6059.00	1319101.00	0.00	13.00	4294254.00	1319356.00	0.00	1319376.00	1655512.00	0.00	1.00	0.00	2774748.00	799570.00	0.00	799582.00	1175595.00	1.00	0.00	0.00	1519497.00	519786.00	0.00	519794.00	479917.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	161.00	2974639.00	
19	4306353.00	2989346.00	5997.00	1310951.00	0.00	60.00	4301317.00	1311107.00	0.00	1311238.00	1678979.00	0.00	5.00	0.00	2784926.00	796122.00	0.00	796197.00	1192607.00	0.00	0.00	0.00	1516403.00	514985.00	0.00	515041.00	486372.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	134.00	2989355.00	
20	4297802.00	2980782.00	5857.00	1311162.00	0.00	1.00	4290870.00	1311094.00	0.00	1311082.00	1668614.00	0.00	3.00	0.00	2774395.00	794864.00	0.00	794828.00	1184701.00	1.00	0.00	0.00	1516398.00	516230.00	0.00	516253.00	483913.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	140.00	2980785.00	
21	4307069.00	2963314.00	5843.00	1337899.00	0.00	13.00	4302407.00	1338128.00	0.00	1338051.00	1626276.00	0.00	1.00	0.00	2781592.00	811598.00	0.00	811559.00	1158434.00	1.00	0.00	0.00	1520863.00	526530.00	0.00	526492.00	467841.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	201.00	2963316.00	
22	3281515.00	2005095.00	69164.00	1173097.00	0.00	34159.00	3174683.00	1172612.00	0.00	1171368.00	830250.00	0.00	271.00	0.00	727994.00	210707.00	0.00	211600.00	305474.00	213.00	0.00	0.00	2446508.00	961905.00	0.00	959768.00	524777.00	0.00	0.00	0.00	58.00	0.00	0.00	0.00	0.00	126.00	2005098.00	
23	3531087.00	2199584.00	58428.00	1238234.00	0.00	34841.00	3437311.00	1238153.00	0.00	1238027.00	961074.00	0.00	71.00	0.00	1135716.00	332233.00	0.00	332195.00	471267.00	21.00	0.00	0.00	2301609.00	905920.00	0.00	905833.00	489807.00	0.00	0.00	0.00	50.00	0.00	0.00	0.00	0.00	142.00	2199591.00	
24	3733008.00	2342800.00	49004.00	1310924.00	0.00	30281.00	3654718.00	1311260.00	0.00	1311083.00	1032097.00	0.00	162.00	0.00	1271394.00	362458.00	0.00	362338.00	546484.00	114.00	0.00	0.00	2383209.00	948803.00	0.00	948745.00	485613.00	0.00	0.00	0.00	48.00	0.00	0.00	0.00	0.00	51.00	2342812.00	
25	3755193.00	2349925.00	44964.00	1331078.00	0.00	29226.00	3680473.00	1330981.00	0.00	1330725.00	1018765.00	0.00	58.00	0.00	1382801.00	406053.00	0.00	406036.00	570692.00	20.00	0.00	0.00	2297728.00	924928.00	0.00	924690.00	448073.00	0.00	0.00	0.00	38.00	0.00	0.00	0.00	0.00	8.00	2349927.00	
26	3879561.00	2434956.00	38768.00	1380891.00	0.00	24947.00	3817410.00	1381148.00	0.00	1381371.00	1054655.00	0.00	104.00	0.00	1473695.00	429584.00	0.00	429394.00	614630.00	87.00	0.00	0.00	2343584.00	951564.00	0.00	951978.00	440025.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00	13.00	2434963.00	
27	3903987.00	2450617.00	34167.00	1396982.00	0.00	22221.00	3847330.00	1397038.00	0.00	1396899.00	1053367.00	0.00	27.00	0.00	1569737.00	467545.00	0.00	467634.00	634548.00	11.00	0.00	0.00	2277593.00	929492.00	0.00	929265.00	418820.00	0.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00	7.00	2450624.00	
28	4010754.00	2529681.00	27664.00	1434881.00	0.00	18528.00	3964226.00	1434590.00	0.00	1434765.00	1094658.00	0.00	99.00	0.00	1639199.00	482655.00	0.00	482468.00	674002.00	74.00	0.00	0.00	2324912.00	951935.00	0.00	952295.00	420656.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	0.00	18.00	2529683.00	
29	4052728.00	2551906.00	24394.00	1460365.00	0.00	16064.00	4012827.00	1460523.00	0.00	1460448.00	1091704.00	0.00	54.00	0.00	1746869.00	525607.00	0.00	525664.00	695560.00	38.00	0.00	0.00	2265864.00	934918.00	0.00	934785.00	396145.00	0.00	0.00	0.00	16.00	0.00	0.00	0.00	0.00	41.00	2551907.00	
30	4124875.00	2610046.00	18956.00	1483567.00	0.00	12306.00	4094065.00	1483573.00	0.00	1483506.00	1126918.00	0.00	42.00	0.00	1804839.00	536944.00	0.00	536798.00	731069.00	28.00	0.00	0.00	2289208.00	946633.00	0.00	946714.00	395849.00	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00	33.00	2610045.00	
31	4153263.00	2627591.00	15984.00	1499568.00	0.00	10122.00	4127805.00	1499880.00	0.00	1499836.00	1128112.00	0.00	30.00	0.00	1869278.00	562712.00	0.00	562805.00	743741.00	20.00	0.00	0.00	2258580.00	937168.00	0.00	937031.00	384371.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	16.00	2627598.00	
32	4196550.00	2664219.00	12950.00	1511312.00	0.00	8069.00	4175350.00	1511102.00	0.00	1511282.00	1152793.00	0.00	40.00	0.00	1906420.00	569659.00	0.00	569521.00	767209.00	30.00	0.00	0.00	2268797.00	941443.00	0.00	941761.00	385584.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	51.00	2664221.00	
33	4175336.00	2658740.00	14666.00	1492498.00	0.00	9433.00	4150108.00	1492267.00	0.00	1492016.00	1165861.00	0.00	33.00	0.00	1938237.00	584163.00	0.00	584102.00	769950.00	21.00	0.00	0.00	2211941.00	908105.00	0.00	907914.00	395910.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	7.00	2658748.00	
34	4253625.00	2741544.00	7758.00	1499574.00	0.00	4750.00	4242222.00	1499780.00	0.00	1500150.00	1242227.00	0.00	25.00	0.00	1999663.00	589294.00	0.00	589380.00	820970.00	19.00	0.00	0.00	2242520.00	910487.00	0.00	910770.00	421258.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	20.00	2741547.00	
35	4212702.00	2750262.00	10396.00	1446203.00	0.00	5841.00	4196239.00	1446271.00	0.00	1446083.00	1303845.00	0.00	26.00	0.00	2023995.00	591541.00	0.00	591397.00	841050.00	8.00	0.00	0.00	2172231.00	854730.00	0.00	854686.00	462797.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	11.00	2750269.00	
36	4256143.00	2800905.00	6886.00	1445190.00	0.00	3163.00	4247030.00	1445282.00	0.00	1445447.00	1356255.00	0.00	29.00	0.00	2067776.00	595234.00	0.00	595307.00	877210.00	26.00	0.00	0.00	2179238.00	850049.00	0.00	850140.00	479046.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	24.00	2800905.00	
37	4277897.00	2816702.00	4224.00	1455106.00	0.00	1866.00	4271186.00	1455080.00	0.00	1454913.00	1361120.00	0.00	20.00	0.00	2124282.00	614741.00	0.00	614718.00	894809.00	14.00	0.00	0.00	2146860.00	840342.00	0.00	840199.00	466315.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	51.00	2816706.00	
38	4278225.00	2821595.00	4388.00	1450498.00	0.00	1744.00	4272475.00	1450283.00	0.00	1450528.00	1371700.00	0.00	17.00	0.00	2131139.00	617035.00	0.00	616988.00	897106.00	10.00	0.00	0.00	2141390.00	833248.00	0.00	833540.00	474595.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	17.00	2821601.00	
39	4260723.00	2818403.00	5925.00	1434004.00	0.00	2391.00	4252710.00	1434304.00	0.00	1434063.00	1384269.00	0.00	17.00	0.00	2164438.00	627216.00	0.00	627224.00	909987.00	11.00	0.00	0.00	2088215.00	807088.00	0.00	806840.00	474282.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	33.00	2818400.00	
40	4300203.00	2849169.00	2701.00	1447158.00	0.00	1175.00	4295463.00	1446818.00	0.00	1446894.00	1401781.00	0.00	22.00	0.00	2185317.00	631492.00	0.00	631476.00	922328.00	21.00	0.00	0.00	2110201.00	815328.00	0.00	815419.00	479453.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	41.00	2849174.00	
41	4290732.00	2842337.00	2617.00	1444727.00	0.00	1052.00	4287100.00	1444997.00	0.00	1444814.00	1397281.00	0.00	10.00	0.00	2211959.00	642578.00	0.00	642485.00	926893.00	3.00	0.00	0.00	2075143.00	802419.00	0.00	802328.00	470389.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	6.00	2842350.00	
42	4288512.00	2833295.00	3909.00	1449984.00	0.00	1324.00	4284156.00	1450115.00	0.00	1450372.00	1383634.00	0.00	17.00	0.00	2210180.00	647345.00	0.00	647384.00	915436.00	15.00	0.00	0.00	2073958.00	802769.00	0.00	802989.00	468198.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	8.00	2833292.00	
43	4287118.00	2834444.00	3505.00	1448013.00	0.00	1156.00	4281512.00	1447640.00	0.00	1447691.00	1386165.00	0.00	17.00	0.00	2233295.00	654701.00	0.00	654747.00	923843.00	4.00	0.00	0.00	2048219.00	792939.00	0.00	792944.00	462322.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	47.00	2834455.00	
44	4292921.00	2841611.00	2298.00	1448230.00	0.00	782.00	4291371.00	1448790.00	0.00	1448503.00	1393985.00	0.00	18.00	0.00	2247443.00	657450.00	0.00	657358.00	932619.00	16.00	0.00	0.00	2043853.00	791340.00	0.00	791145.00	461366.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	33.00	2841607.00	
45	4293140.00	2847675.00	2704.00	1441971.00	0.00	791.00	4288921.00	1441508.00	0.00	1441742.00	1405697.00	0.00	10.00	0.00	2269162.00	664162.00	0.00	664260.00	940733.00	7.00	0.00	0.00	2019795.00	777346.00	0.00	777482.00	464964.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	27.00	2847683.00	
46	4293706.00	2868800.00	2002.00	1422537.00	0.00	367.00	4290406.00	1422616.00	0.00	1422336.00	1445392.00	0.00	38.00	0.00	2292887.00	662964.00	0.00	662820.00	967087.00	16.00	0.00	0.00	1997497.00	759654.00	0.00	759516.00	478305.00	0.00	0.00	0.00	22.00	0.00	0.00	0.00	0.00	16.00	2868805.00	
47	4291961.00	2862983.00	1874.00	1426538.00	0.00	566.00	4289078.00	1426294.00	0.00	1426378.00	1436307.00	0.00	18.00	0.00	2294903.00	667306.00	0.00	667368.00	960224.00	5.00	0.00	0.00	1994093.00	758987.00	0.00	759010.00	476083.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	39.00	2862986.00	
48	4291966.00	2851352.00	1292.00	1439004.00	0.00	319.00	4290560.00	1439043.00	0.00	1438961.00	1412572.00	0.00	22.00	0.00	2312169.00	678594.00	0.00	678550.00	955012.00	14.00	0.00	0.00	1978432.00	760449.00	0.00	760411.00	457564.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	22.00	2851360.00	
49	4292733.00	2846465.00	2751.00	1442682.00	0.00	835.00	4288701.00	1442503.00	0.00	1442446.00	1403713.00	0.00	12.00	0.00	2319790.00	687174.00	0.00	687231.00	945379.00	6.00	0.00	0.00	1968887.00	755331.00	0.00	755216.00	458334.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	13.00	2846472.00	
50	4299102.00	2841488.00	2226.00	1454983.00	0.00	405.00	4298585.00	1455646.00	0.00	1455647.00	1387292.00	0.00	30.00	0.00	2333326.00	695603.00	0.00	695504.00	942208.00	12.00	0.00	0.00	1965290.00	760043.00	0.00	760144.00	445085.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	34.00	2841494.00	
51	4298842.00	2840387.00	1990.00	1455928.00	0.00	537.00	4295920.00	1455902.00	0.00	1455819.00	1384076.00	0.00	19.00	0.00	2352151.00	703558.00	0.00	703582.00	945000.00	10.00	0.00	0.00	1943672.00	752347.00	0.00	752240.00	439076.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	50.00	2840388.00	
52	4306460.00	2846074.00	2424.00	1457275.00	0.00	687.00	4303546.00	1457307.00	0.00	1457417.00	1388803.00	0.00	25.00	0.00	2356381.00	704412.00	0.00	704460.00	947497.00	12.00	0.00	0.00	1947171.00	752895.00	0.00	752957.00	441306.00	0.00	0.00	0.00	13.00	0.00	0.00	0.00	0.00	17.00	2846075.00	
53	4308303.00	2873657.00	1691.00	1432681.00	0.00	274.00	4305961.00	1432617.00	0.00	1432520.00	1440797.00	0.00	24.00	0.00	2385647.00	701393.00	0.00	701295.00	982952.00	6.00	0.00	0.00	1920312.00	731224.00	0.00	731225.00	457845.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	33.00	2873660.00	
54	4304872.00	2908963.00	1306.00	1394216.00	0.00	387.00	4303452.00	1393943.00	0.00	1394313.00	1515210.00	0.00	31.00	0.00	2387287.00	686227.00	0.00	686384.00	1014657.00	19.00	0.00	0.00	1916211.00	707717.00	0.00	707928.00	500553.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	29.00	2908972.00	
55	4295337.00	2905544.00	1945.00	1387334.00	0.00	515.00	4292736.00	1387710.00	0.00	1387230.00	1517819.00	0.00	9.00	0.00	2403462.00	690095.00	0.00	689949.00	1023414.00	4.00	0.00	0.00	1889307.00	697615.00	0.00	697281.00	494406.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	8.00	2905550.00	
56	4298877.00	2986184.00	1932.00	1310508.00	0.00	253.00	4296267.00	1309834.00	0.00	1310463.00	1675848.00	0.00	12.00	0.00	2420458.00	664098.00	0.00	664301.00	1092049.00	10.00	0.00	0.00	1875702.00	645736.00	0.00	646163.00	583801.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	16.00	2986190.00	
57	4251458.00	2984904.00	4098.00	1261456.00	0.00	1000.00	4246914.00	1262084.00	0.00	1261635.00	1723123.00	0.00	22.00	0.00	2417221.00	651137.00	0.00	650965.00	1115115.00	4.00	0.00	0.00	1829646.00	610947.00	0.00	610674.00	608008.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	30.00	2984898.00	
58	4264438.00	3045140.00	1854.00	1217162.00	0.00	283.00	4262599.00	1217032.00	0.00	1217298.00	1828370.00	0.00	12.00	0.00	2449006.00	637427.00	0.00	637514.00	1174058.00	7.00	0.00	0.00	1813706.00	579605.00	0.00	579784.00	654313.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	58.00	3045146.00	
59	4267243.00	3025247.00	2863.00	1238679.00	0.00	454.00	4262178.00	1238090.00	0.00	1238177.00	1785883.00	0.00	3.00	0.00	2449075.00	649887.00	0.00	649891.00	1149297.00	1.00	0.00	0.00	1813080.00	588205.00	0.00	588287.00	636586.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	16.00	3025261.00	
60	4261113.00	3009492.00	1724.00	1249703.00	0.00	195.00	4259394.00	1249865.00	0.00	1249728.00	1759742.00	0.00	9.00	0.00	2467091.00	661696.00	0.00	661598.00	1143789.00	8.00	0.00	0.00	1792256.00	588171.00	0.00	588131.00	615953.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	54.00	3009488.00	
61	4274441.00	3001669.00	1279.00	1271051.00	0.00	444.00	4273994.00	1271102.00	0.00	1271390.00	1731512.00	0.00	49.00	0.00	2469295.00	672593.00	0.00	672833.00	1123869.00	0.00	0.00	0.00	1804760.00	598511.00	0.00	598557.00	607643.00	0.00	0.00	0.00	49.00	0.00	0.00	0.00	0.00	18.00	3001684.00	
62	4281647.00	3002440.00	1690.00	1277096.00	0.00	422.00	4279510.00	1277378.00	0.00	1277134.00	1724999.00	0.00	17.00	0.00	2486458.00	679479.00	0.00	679366.00	1127598.00	15.00	0.00	0.00	1793072.00	597901.00	0.00	597768.00	597401.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	4.00	3002448.00	
63	4263512.00	2987683.00	3195.00	1272004.00	0.00	630.00	4259695.00	1271834.00	0.00	1271938.00	1715862.00	0.00	23.00	0.00	2474325.00	678212.00	0.00	678243.00	1117870.00	0.00	0.00	0.00	1785333.00	593623.00	0.00	593695.00	597992.00	0.00	0.00	0.00	23.00	0.00	0.00	0.00	0.00	20.00	2987687.00	
64	4271307.00	2993951.00	2101.00	1275064.00	0.00	191.00	4268903.00	1274944.00	0.00	1274920.00	1719032.00	0.00	12.00	0.00	2491190.00	682961.00	0.00	682962.00	1125254.00	12.00	0.00	0.00	1777722.00	591984.00	0.00	591959.00	593779.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.00	2993953.00	
65	4270922.00	2995030.00	1651.00	1274038.00	0.00	204.00	4269182.00	1274274.00	0.00	1274138.00	1720618.00	0.00	2.00	0.00	2498842.00	683929.00	0.00	683852.00	1131060.00	1.00	0.00	0.00	1770193.00	590347.00	0.00	590287.00	589558.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	42.00	2995027.00	
66	4270887.00	2974657.00	1626.00	1294514.00	0.00	90.00	4268754.00	1294307.00	0.00	1294311.00	1680260.00	0.00	11.00	0.00	2499962.00	696104.00	0.00	696095.00	1107754.00	10.00	0.00	0.00	1768929.00	598203.00	0.00	598218.00	572507.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	18.00	2974670.00	
67	4269531.00	2976927.00	1353.00	1291020.00	0.00	231.00	4267252.00	1290798.00	0.00	1290871.00	1685449.00	0.00	14.00	0.00	2510596.00	697854.00	0.00	697947.00	1114788.00	10.00	0.00	0.00	1756540.00	592946.00	0.00	592926.00	570664.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	57.00	2976924.00	
68	4285638.00	2986551.00	1095.00	1297766.00	0.00	228.00	4284186.00	1297807.00	0.00	1297799.00	1688664.00	0.00	19.00	0.00	2520618.00	702951.00	0.00	702925.00	1114729.00	13.00	0.00	0.00	1763672.00	594857.00	0.00	594874.00	573935.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	4.00	2986566.00	
69	4265840.00	2975340.00	1400.00	1288863.00	0.00	237.00	4263294.00	1288609.00	0.00	1288451.00	1686183.00	0.00	6.00	0.00	2517355.00	700156.00	0.00	699998.00	1117195.00	6.00	0.00	0.00	1745896.00	588455.00	0.00	588453.00	568988.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	2975344.00	
70	4269967.00	2974356.00	2372.00	1292972.00	0.00	268.00	4268587.00	1293551.00	0.00	1293683.00	1681385.00	0.00	3.00	0.00	2522773.00	705231.00	0.00	705380.00	1112160.00	2.00	0.00	0.00	1745848.00	588320.00	0.00	588303.00	569224.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	20.00	2974367.00	
71	4265744.00	2971709.00	1752.00	1292168.00	0.00	115.00	4263894.00	1291993.00	0.00	1291743.00	1680088.00	0.00	23.00	0.00	2521781.00	704577.00	0.00	704441.00	1112756.00	8.00	0.00	0.00	1742070.00	587417.00	0.00	587304.00	567332.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00	0.00	57.00	2971710.00	
72	2498745.00	1394991.00	105601.00	962412.00	0.00	35741.00	2352112.00	961705.00	0.00	961167.00	429204.00	0.00	101.00	0.00	111082.00	54329.00	0.00	55385.00	1345.00	22.00	0.00	0.00	2241096.00	907376.00	0.00	905783.00	427858.00	0.00	0.00	0.00	79.00	0.00	0.00	0.00	0.00	30.00	1394992.00	
73	3170422.00	1753792.00	76618.00	1295120.00	0.00	44892.00	3051048.00	1295721.00	0.00	1294158.00	460533.00	0.00	300.00	0.00	638874.00	206855.00	0.00	206623.00	225161.00	235.00	0.00	0.00	2411844.00	1088869.00	0.00	1087537.00	235373.00	0.00	0.00	0.00	65.00	0.00	0.00	0.00	0.00	5.00	1753796.00	
74	3425182.00	1984942.00	60929.00	1334423.00	0.00	44889.00	3318795.00	1334144.00	0.00	1334259.00	650275.00	0.00	128.00	0.00	1022792.00	326154.00	0.00	326177.00	370386.00	75.00	0.00	0.00	2296013.00	1007990.00	0.00	1008081.00	279889.00	0.00	0.00	0.00	53.00	0.00	0.00	0.00	0.00	18.00	1984944.00	
