second	tx	tx_get	tx_put	tx_del	rx	rx_getSucc	rx_putSucc	rx_delSucc
47	64182.00	26145.00	0.00	0.00	45656.00	45656.00	0.00	0.00	0.00	0.00	38037.00	1431.43	35.14
48	90787.00	70661.00	0.00	0.00	90665.00	90665.00	0.00	0.00	0.00	0.00	20126.00	62.43	10.53
49	82275.00	55971.00	0.00	0.00	80661.00	80661.00	0.00	0.00	0.00	0.00	26304.00	71.45	10.84
50	74498.00	42965.00	0.00	0.00	65721.00	65721.00	0.00	0.00	0.00	0.00	31533.00	129.83	14.58
51	51004.00	2322.00	0.00	0.00	20321.00	20321.00	0.00	0.00	0.00	0.00	48682.00	1314.64	124.87
52	50266.00	905.00	0.00	0.00	18992.00	18992.00	0.00	0.00	0.00	0.00	49361.00	1372.13	125.06
53	52050.00	4039.00	0.00	0.00	22951.00	22951.00	0.00	0.00	0.00	0.00	48011.00	1347.72	124.83
54	59196.00	16606.00	0.00	0.00	39252.00	39252.00	0.00	0.00	0.00	0.00	42590.00	1054.98	35.96
55	58030.00	14456.00	0.00	0.00	30786.00	30786.00	0.00	0.00	0.00	0.00	43574.00	1345.68	107.88
56	68797.00	32977.00	0.00	0.00	58045.00	58045.00	0.00	0.00	0.00	0.00	35820.00	222.04	21.00
57	50350.00	1117.00	0.00	0.00	21533.00	21533.00	0.00	0.00	0.00	0.00	49233.00	1447.48	125.02
58	62040.00	21943.00	0.00	0.00	35938.00	35938.00	0.00	0.00	0.00	0.00	40097.00	1209.39	101.52
59	73619.00	40437.00	0.00	0.00	63851.00	63851.00	0.00	0.00	0.00	0.00	33182.00	141.03	12.99
60	50025.00	486.00	0.00	0.00	13282.00	13282.00	0.00	0.00	0.00	0.00	49539.00	1401.45	125.05
61	57339.00	13155.00	0.00	0.00	27063.00	27063.00	0.00	0.00	0.00	0.00	44184.00	1261.38	109.81
62	61670.00	20642.00	0.00	0.00	46647.00	46647.00	0.00	0.00	0.00	0.00	41028.00	224.10	22.58
63	50337.00	1038.00	0.00	0.00	21788.00	21788.00	0.00	0.00	0.00	0.00	49299.00	1326.59	125.04
64	66227.00	27841.00	0.00	0.00	40868.00	40868.00	0.00	0.00	0.00	0.00	38386.00	1254.60	98.25
65	86403.00	64104.00	0.00	0.00	82590.00	82590.00	0.00	0.00	0.00	0.00	22299.00	78.04	10.28
66	74941.00	46793.00	0.00	0.00	54584.00	54584.00	0.00	0.00	0.00	0.00	28148.00	34.08	11.32
67	77943.00	48288.00	0.00	0.00	72947.00	72947.00	0.00	0.00	0.00	0.00	29655.00	85.93	11.26
68	59572.00	18941.00	0.00	0.00	33332.00	33332.00	0.00	0.00	0.00	0.00	40631.00	66.45	14.36
69	54988.00	9708.00	0.00	0.00	29010.00	29010.00	0.00	0.00	0.00	0.00	45280.00	1281.08	121.07
70	69134.00	34557.00	0.00	0.00	53724.00	53724.00	0.00	0.00	0.00	0.00	34577.00	78.82	12.82
71	60302.00	19072.00	0.00	0.00	39280.00	39280.00	0.00	0.00	0.00	0.00	41230.00	102.85	21.47
72	61590.00	21106.00	0.00	0.00	42143.00	42143.00	0.00	0.00	0.00	0.00	40484.00	177.26	22.57
73	57431.00	14706.00	0.00	0.00	30454.00	30454.00	0.00	0.00	0.00	0.00	42725.00	280.99	23.22
74	51031.00	2403.00	0.00	0.00	21984.00	21984.00	0.00	0.00	0.00	0.00	48628.00	1320.07	124.86
75	53900.00	7455.00	0.00	0.00	28094.00	28094.00	0.00	0.00	0.00	0.00	46445.00	1317.41	124.78
76	50287.00	977.00	0.00	0.00	18341.00	18341.00	0.00	0.00	0.00	0.00	49310.00	1432.69	125.01
77	50191.00	853.00	0.00	0.00	19051.00	19051.00	0.00	0.00	0.00	0.00	49338.00	1402.16	124.97
78	60048.00	17670.00	0.00	0.00	31161.00	31161.00	0.00	0.00	0.00	0.00	42378.00	1237.76	104.01
79	70113.00	34866.00	0.00	0.00	66725.00	66725.00	0.00	0.00	0.00	0.00	35247.00	201.84	16.92
80	53070.00	5817.00	0.00	0.00	28147.00	28147.00	0.00	0.00	0.00	0.00	47253.00	1223.56	124.66
81	52995.00	5673.00	0.00	0.00	33266.00	33266.00	0.00	0.00	0.00	0.00	47322.00	1199.83	124.86
82	50227.00	865.00	0.00	0.00	20409.00	20409.00	0.00	0.00	0.00	0.00	49362.00	1186.42	124.96
83	50136.00	718.00	0.00	0.00	17137.00	17136.00	0.00	0.00	0.00	0.00	49418.00	1248.14	124.97
84	50647.00	1654.00	0.00	0.00	21746.00	21746.00	0.00	0.00	0.00	0.00	48993.00	1202.77	124.95
85	59723.00	17455.00	0.00	0.00	33776.00	33776.00	0.00	0.00	0.00	0.00	42268.00	1042.34	104.21
86	63472.00	23956.00	0.00	0.00	45798.00	45798.00	0.00	0.00	0.00	0.00	39516.00	159.23	17.52
87	59860.00	17940.00	0.00	0.00	31401.00	31401.00	0.00	0.00	0.00	0.00	41920.00	1050.33	108.57
88	80997.00	54930.00	0.00	0.00	75738.00	75738.00	0.00	0.00	0.00	0.00	26067.00	76.69	12.67
89	88240.00	67065.00	0.00	0.00	87435.00	87435.00	0.00	0.00	0.00	0.00	21175.00	69.31	11.13
90	79498.00	51640.00	0.00	0.00	72958.00	72958.00	0.00	0.00	0.00	0.00	27858.00	44.78	9.79
91	51818.00	3992.00	0.00	0.00	24951.00	24951.00	0.00	0.00	0.00	0.00	47826.00	1334.17	124.86
92	57525.00	14698.00	0.00	0.00	32844.00	32844.00	0.00	0.00	0.00	0.00	42827.00	161.65	25.64
93	70852.00	37022.00	0.00	0.00	58940.00	58940.00	0.00	0.00	0.00	0.00	33830.00	141.65	17.25
94	70422.00	36172.00	0.00	0.00	51928.00	51928.00	0.00	0.00	0.00	0.00	34250.00	215.68	27.53
95	79179.00	50609.00	0.00	0.00	76995.00	76995.00	0.00	0.00	0.00	0.00	28570.00	140.99	14.25
96	54710.00	9009.00	0.00	0.00	30203.00	30203.00	0.00	0.00	0.00	0.00	45701.00	283.51	34.09
97	55905.00	11000.00	0.00	0.00	25630.00	25630.00	0.00	0.00	0.00	0.00	44905.00	1086.63	114.24
98	71628.00	38077.00	0.00	0.00	65192.00	65192.00	0.00	0.00	0.00	0.00	33551.00	297.60	26.86
99	54105.00	7780.00	0.00	0.00	31313.00	31313.00	0.00	0.00	0.00	0.00	46325.00	1350.01	124.61
100	55885.00	10815.00	0.00	0.00	27733.00	27733.00	0.00	0.00	0.00	0.00	45070.00	1242.38	115.20
101	58087.00	14778.00	0.00	0.00	40110.00	40110.00	0.00	0.00	0.00	0.00	43309.00	269.34	28.01
102	50325.00	1027.00	0.00	0.00	19392.00	19392.00	0.00	0.00	0.00	0.00	49298.00	1299.81	124.89
103	50072.00	553.00	0.00	0.00	18098.00	18098.00	0.00	0.00	0.00	0.00	49519.00	1312.69	125.09
104	50113.00	656.00	0.00	0.00	16636.00	16636.00	0.00	0.00	0.00	0.00	49457.00	1258.76	124.96
105	53834.00	7425.00	0.00	0.00	24751.00	24751.00	0.00	0.00	0.00	0.00	46409.00	1178.28	124.75
106	66016.00	28014.00	0.00	0.00	43184.00	43184.00	0.00	0.00	0.00	0.00	38002.00	278.05	90.94
107	74689.00	42687.00	0.00	0.00	72921.00	72921.00	0.00	0.00	0.00	0.00	32002.00	137.11	13.04
108	57919.00	14782.00	0.00	0.00	34493.00	34493.00	0.00	0.00	0.00	0.00	43137.00	1057.17	108.56
109	69187.00	34571.00	0.00	0.00	49819.00	49819.00	0.00	0.00	0.00	0.00	34616.00	133.01	18.83
110	81163.00	55475.00	0.00	0.00	76175.00	76175.00	0.00	0.00	0.00	0.00	25688.00	69.20	11.14
111	81279.00	56216.00	0.00	0.00	70547.00	70547.00	0.00	0.00	0.00	0.00	25063.00	58.85	12.64
112	86078.00	62690.00	0.00	0.00	84640.00	84640.00	0.00	0.00	0.00	0.00	23388.00	50.65	9.71
113	79348.00	51936.00	0.00	0.00	71781.00	71781.00	0.00	0.00	0.00	0.00	27412.00	77.09	12.08
114	70217.00	35577.00	0.00	0.00	55295.00	55295.00	0.00	0.00	0.00	0.00	34640.00	127.38	15.04
115	75423.00	44427.00	0.00	0.00	57675.00	57675.00	0.00	0.00	0.00	0.00	30996.00	156.66	25.28
116	83716.00	57239.00	0.00	0.00	79541.00	79541.00	0.00	0.00	0.00	0.00	26477.00	89.71	11.05
117	67142.00	29424.00	0.00	0.00	40736.00	40736.00	0.00	0.00	0.00	0.00	37718.00	1188.25	96.54
118	91282.00	70294.00	0.00	0.00	90807.00	90807.00	0.00	0.00	0.00	0.00	20988.00	91.24	10.20
119	70238.00	35545.00	0.00	0.00	60596.00	60596.00	0.00	0.00	0.00	0.00	34693.00	244.02	23.78
120	50265.00	960.00	0.00	0.00	18777.00	18777.00	0.00	0.00	0.00	0.00	49305.00	1300.62	124.91
121	50341.00	1071.00	0.00	0.00	19862.00	19862.00	0.00	0.00	0.00	0.00	49270.00	1359.56	124.97
122	64721.00	25482.00	0.00	0.00	33861.00	33861.00	0.00	0.00	0.00	0.00	39239.00	196.16	98.88
123	77011.00	46437.00	0.00	0.00	74998.00	74997.00	0.00	0.00	0.00	0.00	30574.00	111.12	11.63
