second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
173	31748626.00	17273944.00	32655.00	14442028.00	0.00	0.00	31715956.00	14441957.00	0.00	14441945.00	2831937.00	0.00	32.00	0.00	20139996.00	8654226.00	0.00	8654231.00	2831511.00	29.00	0.00	0.00	11575874.00	5787731.00	0.00	5787714.00	426.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	34.00	17273948.00	
174	31430568.00	17100400.00	32642.00	14297527.00	0.00	0.00	31398456.00	14297764.00	0.00	14297713.00	2802855.00	0.00	30.00	0.00	19941396.00	8569497.00	0.00	8569471.00	2802399.00	27.00	0.00	0.00	11456968.00	5728267.00	0.00	5728242.00	456.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	33.00	17100396.00	
175	31200092.00	16975352.00	32580.00	14192159.00	0.00	0.00	31167276.00	14191998.00	0.00	14191960.00	2783174.00	0.00	27.00	0.00	19807592.00	8512427.00	0.00	8512417.00	2782726.00	21.00	0.00	0.00	11359568.00	5679571.00	0.00	5679543.00	448.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	32.00	16975356.00	
176	31743052.00	17271090.00	32657.00	14439305.00	0.00	0.00	31710476.00	14439255.00	0.00	14439302.00	2831795.00	0.00	19.00	0.00	20167416.00	8667998.00	0.00	8668017.00	2831382.00	18.00	0.00	0.00	11542958.00	5771256.00	0.00	5771287.00	413.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	33.00	17271088.00	
177	31622568.00	17204808.00	32533.00	14385225.00	0.00	0.00	31589772.00	14385121.00	0.00	14385098.00	2819476.00	0.00	13.00	0.00	20100200.00	8640582.00	0.00	8640548.00	2819059.00	12.00	0.00	0.00	11489507.00	5744539.00	0.00	5744551.00	417.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	32.00	17204812.00	
178	31712722.00	17259160.00	32522.00	14421038.00	0.00	0.00	31680164.00	14420959.00	0.00	14420962.00	2838138.00	0.00	28.00	0.00	20156044.00	8659111.00	0.00	8659105.00	2837801.00	27.00	0.00	0.00	11524043.00	5761848.00	0.00	5761857.00	337.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	33.00	17259168.00	
179	31608688.00	17206262.00	32537.00	14369891.00	0.00	0.00	31576102.00	14369866.00	0.00	14369810.00	2836307.00	0.00	22.00	0.00	20079124.00	8621532.00	0.00	8621518.00	2836055.00	20.00	0.00	0.00	11496883.00	5748336.00	0.00	5748293.00	252.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	33.00	17206260.00	
180	31709572.00	17261644.00	32672.00	14415256.00	0.00	0.00	31677476.00	14415428.00	0.00	14415452.00	2846467.00	0.00	27.00	0.00	20133628.00	8643682.00	0.00	8643709.00	2846213.00	25.00	0.00	0.00	11543746.00	5771746.00	0.00	5771744.00	254.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	32.00	17261648.00	
181	31691462.00	17250676.00	33084.00	14407700.00	0.00	0.00	31658336.00	14407747.00	0.00	14407606.00	2842866.00	0.00	25.00	0.00	20108572.00	8633025.00	0.00	8632955.00	2842573.00	19.00	0.00	0.00	11549672.00	5774722.00	0.00	5774651.00	293.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	33.00	17250680.00	
182	31724814.00	17269928.00	32656.00	14422232.00	0.00	0.00	31692260.00	14422223.00	0.00	14422251.00	2847649.00	0.00	26.00	0.00	20122120.00	8637449.00	0.00	8637437.00	2847213.00	23.00	0.00	0.00	11570028.00	5784775.00	0.00	5784814.00	436.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	33.00	17269928.00	
183	31669468.00	17239140.00	32676.00	14397653.00	0.00	0.00	31637014.00	14397705.00	0.00	14397643.00	2841463.00	0.00	34.00	0.00	20074716.00	8616761.00	0.00	8616765.00	2841162.00	28.00	0.00	0.00	11562129.00	5780944.00	0.00	5780878.00	301.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	33.00	17239144.00	
184	31723682.00	17269238.00	32704.00	14421741.00	0.00	0.00	31690764.00	14421581.00	0.00	14421611.00	2847387.00	0.00	28.00	0.00	20096466.00	8624679.00	0.00	8624692.00	2847070.00	27.00	0.00	0.00	11594143.00	5796902.00	0.00	5796923.00	317.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	32.00	17269240.00	
185	31715082.00	17264444.00	32721.00	14417917.00	0.00	0.00	31682568.00	14417967.00	0.00	14417884.00	2846563.00	0.00	46.00	0.00	20088460.00	8621052.00	0.00	8621006.00	2846364.00	39.00	0.00	0.00	11593999.00	5796915.00	0.00	5796877.00	199.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	32.00	17264444.00	
186	31756692.00	17286756.00	32724.00	14437213.00	0.00	0.00	31724392.00	14437261.00	0.00	14437313.00	2849600.00	0.00	37.00	0.00	20102476.00	8626525.00	0.00	8626511.00	2849407.00	32.00	0.00	0.00	11621734.00	5810736.00	0.00	5810800.00	193.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	33.00	17286760.00	
187	31721214.00	17268104.00	32754.00	14420360.00	0.00	0.00	31688316.00	14420377.00	0.00	14420202.00	2847593.00	0.00	49.00	0.00	20073928.00	8613237.00	0.00	8613200.00	2847448.00	44.00	0.00	0.00	11614294.00	5807140.00	0.00	5807003.00	146.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	33.00	17268100.00	
188	31683860.00	17247500.00	32728.00	14403635.00	0.00	0.00	31651104.00	14403514.00	0.00	14403508.00	2843913.00	0.00	59.00	0.00	20019448.00	8587775.00	0.00	8587759.00	2843857.00	57.00	0.00	0.00	11631546.00	5815739.00	0.00	5815749.00	56.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	36.00	17247500.00	
189	31720200.00	17267464.00	32721.00	14420016.00	0.00	0.00	31687952.00	14420189.00	0.00	14420117.00	2847396.00	0.00	56.00	0.00	20018408.00	8585534.00	0.00	8585533.00	2847286.00	56.00	0.00	0.00	11669350.00	5834656.00	0.00	5834584.00	110.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.00	17267468.00	
190	31673004.00	17241208.00	32839.00	14398957.00	0.00	0.00	31640028.00	14398879.00	0.00	14398828.00	2842138.00	0.00	45.00	0.00	19995820.00	8576868.00	0.00	8576839.00	2842069.00	44.00	0.00	0.00	11644070.00	5822011.00	0.00	5821989.00	69.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	33.00	17241208.00	
191	31698800.00	17254368.00	33086.00	14411350.00	0.00	0.00	31666036.00	14411384.00	0.00	14411367.00	2843055.00	0.00	28.00	0.00	20043992.00	8600490.00	0.00	8600482.00	2842991.00	28.00	0.00	0.00	11621842.00	5810894.00	0.00	5810884.00	64.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	17254368.00	
192	31744992.00	17280860.00	32683.00	14431451.00	0.00	0.00	31711676.00	14431116.00	0.00	14431129.00	2849259.00	0.00	26.00	0.00	20098108.00	8624451.00	0.00	8624450.00	2849184.00	23.00	0.00	0.00	11613423.00	5806665.00	0.00	5806680.00	75.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	32.00	17280860.00	
193	31661596.00	17235454.00	32693.00	14393451.00	0.00	0.00	31629796.00	14393830.00	0.00	14393779.00	2842108.00	0.00	41.00	0.00	20071108.00	8614532.00	0.00	8614502.00	2842037.00	37.00	0.00	0.00	11558650.00	5779298.00	0.00	5779277.00	71.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	32.00	17235456.00	
194	31657180.00	17232264.00	32684.00	14392230.00	0.00	0.00	31624886.00	14392372.00	0.00	14392324.00	2839998.00	0.00	24.00	0.00	20082476.00	8621279.00	0.00	8621237.00	2839936.00	22.00	0.00	0.00	11542248.00	5771094.00	0.00	5771090.00	62.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	33.00	17232266.00	
195	31645908.00	17226298.00	32699.00	14386910.00	0.00	0.00	31612880.00	14386702.00	0.00	14386724.00	2839303.00	0.00	19.00	0.00	20086234.00	8623483.00	0.00	8623504.00	2839231.00	17.00	0.00	0.00	11526515.00	5763220.00	0.00	5763221.00	72.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	33.00	17226300.00	
196	31772764.00	17295180.00	32695.00	14444889.00	0.00	0.00	31740100.00	14444910.00	0.00	14444818.00	2850286.00	0.00	19.00	0.00	20163872.00	8656845.00	0.00	8656792.00	2850220.00	16.00	0.00	0.00	11576160.00	5788065.00	0.00	5788026.00	66.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	32.00	17295180.00	
197	31653076.00	17230530.00	32716.00	14389831.00	0.00	0.00	31620504.00	14389806.00	0.00	14389828.00	2840669.00	0.00	25.00	0.00	20081598.00	8620544.00	0.00	8620573.00	2840459.00	23.00	0.00	0.00	11538731.00	5769264.00	0.00	5769255.00	210.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	32.00	17230532.00	
198	31640944.00	17223612.00	32680.00	14384651.00	0.00	0.00	31608866.00	14384977.00	0.00	14384902.00	2838879.00	0.00	35.00	0.00	20055084.00	8608214.00	0.00	8608173.00	2838663.00	33.00	0.00	0.00	11553711.00	5776764.00	0.00	5776729.00	216.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	33.00	17223618.00	
199	31292516.00	17033840.00	32654.00	14226023.00	0.00	0.00	31259152.00	14225581.00	0.00	14225586.00	2807786.00	0.00	35.00	0.00	19814156.00	8503289.00	0.00	8503274.00	2807562.00	30.00	0.00	0.00	11444833.00	5722292.00	0.00	5722312.00	224.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	33.00	17033840.00	
200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
