second	tx	tx_grant	tx_grant_re4wait	tx_release	tx_release_re4modfail	tx_release_re4wait	rx	rx_grantSucc	rx_queueSucc	rx_releaseSucc	rx_grantFail	rx_grantModFail	rx_releaseFail	rx_releaseModFail	rx_p4	rx_grantSucc_p4	rx_queueSucc_p4	rx_releaseSucc_p4	rx_grantFail_p4	rx_releaseFail_p4	rx_bdFail_p4	rx_mirror_p4	rx_fpga	rx_grantSucc_fpga	rx_queueSucc_fpga	rx_releaseSucc_fpga	rx_grantFail_fpga	rx_grantModFail_fpga	rx_grantModHitFail_fpga	rx_grantModNfsFail_fpga	rx_releaseFail_fpga	rx_releaseModFail_fpga	rx_releaseModHitFail_fpga	rx_releaseModNfsFail_fpga	dropped_pkt	txn_fail	txn_total	
21	2672787.00	171998.00	2340780.00	160009.00	0.00	0.00	320231.00	160009.00	0.00	160009.00	213.00	0.00	0.00	0.00	207786.00	103787.00	0.00	103787.00	212.00	0.00	0.00	0.00	112445.00	56222.00	0.00	56222.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	171998.00	
22	2684936.00	178336.00	2340489.00	166111.00	0.00	0.00	332672.00	166111.00	0.00	166104.00	449.00	0.00	7.00	0.00	210557.00	105051.00	0.00	105051.00	448.00	7.00	0.00	0.00	122114.00	61060.00	0.00	61053.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	178336.00	
23	2692202.00	182325.00	2340544.00	169333.00	0.00	0.00	339895.00	169333.00	0.00	169327.00	1216.00	0.00	6.00	0.00	212754.00	105767.00	0.00	105766.00	1215.00	6.00	0.00	0.00	127128.00	63566.00	0.00	63561.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	182325.00	
24	2703736.00	187636.00	2340560.00	175540.00	0.00	0.00	351404.00	175540.00	0.00	175537.00	320.00	0.00	3.00	0.00	220263.00	109970.00	0.00	109970.00	320.00	3.00	0.00	0.00	131137.00	65570.00	0.00	65567.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	187636.00	
25	2708865.00	190355.00	2340234.00	178276.00	0.00	0.00	356855.00	178276.00	0.00	178276.00	303.00	0.00	0.00	0.00	228470.00	114085.00	0.00	114085.00	300.00	0.00	0.00	0.00	128385.00	64191.00	0.00	64191.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	190355.00	
26	2710012.00	190759.00	2340614.00	178639.00	0.00	0.00	357624.00	178639.00	0.00	178634.00	344.00	0.00	5.00	0.00	223145.00	111399.00	0.00	111399.00	342.00	5.00	0.00	0.00	134477.00	67240.00	0.00	67235.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	190759.00	
27	2703692.00	187607.00	2340482.00	175603.00	0.00	0.00	351434.00	175603.00	0.00	175603.00	228.00	0.00	0.00	0.00	210802.00	105287.00	0.00	105287.00	228.00	0.00	0.00	0.00	140632.00	70316.00	0.00	70316.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	187607.00	
28	2716351.00	194006.00	2340471.00	181874.00	0.00	0.00	364104.00	181874.00	0.00	181863.00	356.00	0.00	11.00	0.00	223333.00	111483.00	0.00	111483.00	356.00	11.00	0.00	0.00	140771.00	70391.00	0.00	70380.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	194006.00	
29	2718916.00	195289.00	2340430.00	183197.00	0.00	0.00	366711.00	183197.00	0.00	183197.00	316.00	0.00	0.00	0.00	212152.00	105942.00	0.00	105942.00	268.00	0.00	0.00	0.00	154558.00	77255.00	0.00	77255.00	48.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	195289.00	
30	2721895.00	196829.00	2340350.00	184716.00	0.00	0.00	369769.00	184716.00	0.00	184715.00	337.00	0.00	1.00	0.00	218838.00	109267.00	0.00	109267.00	303.00	1.00	0.00	0.00	150931.00	75449.00	0.00	75448.00	34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	196829.00	
31	2681682.00	176662.00	2340840.00	164180.00	0.00	0.00	329069.00	164180.00	0.00	164177.00	706.00	0.00	3.00	0.00	193895.00	96605.00	0.00	96604.00	683.00	3.00	0.00	0.00	135171.00	67575.00	0.00	67573.00	23.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	176662.00	
32	2680224.00	175698.00	2340711.00	163815.00	0.00	0.00	327741.00	163815.00	0.00	163815.00	107.00	0.00	0.00	0.00	195717.00	97812.00	0.00	97812.00	93.00	0.00	0.00	0.00	132020.00	66003.00	0.00	66003.00	14.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	175698.00	
33	2716330.00	194007.00	2340307.00	182016.00	0.00	0.00	364247.00	182016.00	0.00	182016.00	215.00	0.00	0.00	0.00	222441.00	111125.00	0.00	111125.00	191.00	0.00	0.00	0.00	141806.00	70891.00	0.00	70891.00	24.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	194007.00	
34	2697126.00	184232.00	2340678.00	172216.00	0.00	0.00	344673.00	172216.00	0.00	172211.00	240.00	0.00	5.00	0.00	205675.00	102730.00	0.00	102730.00	210.00	5.00	0.00	0.00	138997.00	69486.00	0.00	69481.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	184232.00	
35	2718787.00	195167.00	2340408.00	183212.00	0.00	0.00	366605.00	183212.00	0.00	183212.00	179.00	0.00	0.00	0.00	220189.00	110007.00	0.00	110007.00	175.00	0.00	0.00	0.00	146414.00	73205.00	0.00	73205.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	195167.00	
36	2681570.00	176337.00	2340866.00	164367.00	0.00	0.00	328929.00	164367.00	0.00	164366.00	194.00	0.00	1.00	0.00	202977.00	101391.00	0.00	101391.00	194.00	1.00	0.00	0.00	125951.00	62976.00	0.00	62975.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	176337.00	
37	2690999.00	181108.00	2340748.00	169143.00	0.00	0.00	338476.00	169143.00	0.00	169143.00	189.00	0.00	0.00	0.00	203805.00	101808.00	0.00	101808.00	189.00	0.00	0.00	0.00	134670.00	67335.00	0.00	67335.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	181108.00	
38	2724423.00	197999.00	2340411.00	186013.00	0.00	0.00	372236.00	186013.00	0.00	186009.00	210.00	0.00	4.00	0.00	223773.00	111780.00	0.00	111780.00	209.00	4.00	0.00	0.00	148463.00	74233.00	0.00	74229.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	197999.00	
39	2696648.00	185174.00	2340611.00	170863.00	0.00	0.00	344265.00	170863.00	0.00	170861.00	2535.00	0.00	2.00	0.00	207888.00	102676.00	0.00	102675.00	2535.00	2.00	0.00	0.00	136373.00	68187.00	0.00	68186.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	185174.00	
40	2676278.00	173673.00	2340899.00	161706.00	0.00	0.00	323603.00	161706.00	0.00	161701.00	191.00	0.00	5.00	0.00	198200.00	99002.00	0.00	99002.00	191.00	5.00	0.00	0.00	125403.00	62704.00	0.00	62699.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	173673.00	
41	2673658.00	173073.00	2340857.00	159728.00	0.00	0.00	321026.00	159728.00	0.00	159723.00	1569.00	0.00	5.00	0.00	195772.00	97099.00	0.00	97099.00	1569.00	5.00	0.00	0.00	125253.00	62629.00	0.00	62624.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	173073.00	
42	2678062.00	174584.00	2340805.00	162673.00	0.00	0.00	325485.00	162673.00	0.00	162670.00	135.00	0.00	3.00	0.00	202206.00	101034.00	0.00	101034.00	135.00	3.00	0.00	0.00	123275.00	61639.00	0.00	61636.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	174584.00	
43	2684984.00	178093.00	2340869.00	166022.00	0.00	0.00	332342.00	166022.00	0.00	166022.00	295.00	0.00	0.00	0.00	202769.00	101237.00	0.00	101237.00	295.00	0.00	0.00	0.00	129570.00	64785.00	0.00	64785.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	178093.00	
44	2688974.00	180104.00	2340670.00	168200.00	0.00	0.00	336529.00	168200.00	0.00	168197.00	128.00	0.00	3.00	0.00	207601.00	103735.00	0.00	103735.00	128.00	3.00	0.00	0.00	128927.00	64465.00	0.00	64462.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	180104.00	
45	2676877.00	174027.00	2340936.00	161914.00	0.00	0.00	324167.00	161914.00	0.00	161913.00	337.00	0.00	1.00	0.00	198934.00	99298.00	0.00	99298.00	337.00	1.00	0.00	0.00	125231.00	62616.00	0.00	62615.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	174027.00	
46	2680873.00	176023.00	2340796.00	164054.00	0.00	0.00	328302.00	164054.00	0.00	164052.00	193.00	0.00	2.00	0.00	202885.00	101345.00	0.00	101345.00	193.00	2.00	0.00	0.00	125416.00	62709.00	0.00	62707.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	176023.00	
47	2672750.00	172474.00	2340912.00	159364.00	0.00	0.00	320066.00	159364.00	0.00	159359.00	1334.00	0.00	5.00	0.00	196131.00	97396.00	0.00	97396.00	1334.00	5.00	0.00	0.00	123931.00	61968.00	0.00	61963.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	172474.00	
48	2681372.00	176273.00	2340789.00	164310.00	0.00	0.00	328808.00	164310.00	0.00	164305.00	187.00	0.00	5.00	0.00	204428.00	102118.00	0.00	102118.00	187.00	5.00	0.00	0.00	124379.00	62192.00	0.00	62187.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	176273.00	
49	2671778.00	171494.00	2340969.00	159315.00	0.00	0.00	319034.00	159315.00	0.00	159315.00	403.00	0.00	0.00	0.00	193435.00	96516.00	0.00	96516.00	403.00	0.00	0.00	0.00	125598.00	62799.00	0.00	62799.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	171494.00	
50	2652600.00	161743.00	2341023.00	149834.00	0.00	0.00	299804.00	149834.00	0.00	149831.00	133.00	0.00	3.00	0.00	188248.00	94056.00	0.00	94056.00	133.00	3.00	0.00	0.00	111553.00	55778.00	0.00	55775.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11776.00	161743.00	
51	5956436.00	1972096.00	2205250.00	1677559.00	0.00	101531.00	3638430.00	1677575.00	0.00	1674526.00	285047.00	0.00	778.00	0.00	485441.00	228600.00	0.00	228595.00	27712.00	534.00	0.00	0.00	3152485.00	1448975.00	0.00	1445931.00	257335.00	0.00	0.00	0.00	244.00	0.00	0.00	0.00	0.00	11776.00	1972096.00	
52	17576372.00	8261725.00	1596227.00	7149852.00	0.00	568568.00	15414757.00	7150256.00	0.00	7145124.00	1113699.00	0.00	3376.00	0.00	6811415.00	3082027.00	0.00	3081665.00	645130.00	2593.00	0.00	0.00	8601040.00	4068229.00	0.00	4063459.00	468569.00	0.00	0.00	0.00	783.00	0.00	0.00	0.00	0.00	0.00	8261729.00	
53	28271644.00	13969188.00	1346202.00	12314118.00	0.00	642137.00	26284200.00	12314258.00	0.00	12313040.00	1654388.00	0.00	1000.00	0.00	16624400.00	7495794.00	0.00	7495647.00	1632007.00	952.00	0.00	0.00	9658286.00	4818464.00	0.00	4817393.00	22381.00	0.00	0.00	0.00	48.00	0.00	0.00	0.00	0.00	984.00	13969191.00	
54	29939556.00	14942702.00	1340766.00	13051408.00	0.00	604678.00	27993456.00	13051289.00	0.00	13051221.00	1888965.00	0.00	598.00	0.00	18322284.00	8225315.00	0.00	8225267.00	1871124.00	577.00	0.00	0.00	9669790.00	4825974.00	0.00	4825955.00	17841.00	0.00	0.00	0.00	21.00	0.00	0.00	0.00	0.00	1791.00	14942698.00	
55	30299988.00	15152116.00	1314071.00	13219299.00	0.00	614502.00	28371136.00	13219359.00	0.00	13218267.00	1931394.00	0.00	739.00	0.00	18667772.00	8375233.00	0.00	8375168.00	1916666.00	707.00	0.00	0.00	9701985.00	4844126.00	0.00	4843098.00	14728.00	0.00	0.00	0.00	32.00	0.00	0.00	0.00	0.00	1890.00	15152118.00	
56	30600676.00	15329277.00	1303179.00	13352794.00	0.00	615423.00	28681232.00	13352691.00	0.00	13351904.00	1974481.00	0.00	727.00	0.00	18917792.00	8477672.00	0.00	8477763.00	1961648.00	710.00	0.00	0.00	9762010.00	4875019.00	0.00	4874141.00	12833.00	0.00	0.00	0.00	17.00	0.00	0.00	0.00	0.00	2004.00	15329278.00	
57	31033606.00	15604643.00	1285402.00	13532490.00	0.00	611071.00	29137486.00	13532816.00	0.00	13532384.00	2070026.00	0.00	654.00	0.00	19387868.00	8666929.00	0.00	8666848.00	2053457.00	634.00	0.00	0.00	9748011.00	4865887.00	0.00	4865535.00	16569.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	1920.00	15604637.00	
58	31522400.00	15891465.00	1268545.00	13753509.00	0.00	608876.00	29644594.00	13753374.00	0.00	13752323.00	2136314.00	0.00	653.00	0.00	19870148.00	8875230.00	0.00	8875171.00	2119124.00	622.00	0.00	0.00	9772517.00	4878143.00	0.00	4877153.00	17190.00	0.00	0.00	0.00	31.00	0.00	0.00	0.00	0.00	2095.00	15891473.00	
59	31779954.00	16050233.00	1267276.00	13861205.00	0.00	601242.00	29911248.00	13861165.00	0.00	13861131.00	2186395.00	0.00	576.00	0.00	20150768.00	8992118.00	0.00	8992157.00	2165935.00	558.00	0.00	0.00	9758500.00	4869048.00	0.00	4868974.00	20460.00	0.00	0.00	0.00	18.00	0.00	0.00	0.00	0.00	2084.00	16050231.00	
60	32002986.00	16194801.00	1254507.00	13951129.00	0.00	602552.00	30146614.00	13951244.00	0.00	13950467.00	2241759.00	0.00	647.00	0.00	20374046.00	9077862.00	0.00	9077844.00	2217699.00	638.00	0.00	0.00	9770076.00	4873384.00	0.00	4872623.00	24060.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	2019.00	16194802.00	
61	32166256.00	16284605.00	1254428.00	14028902.00	0.00	598320.00	30313620.00	14028919.00	0.00	14028360.00	2253648.00	0.00	579.00	0.00	20534856.00	9152313.00	0.00	9152231.00	2229744.00	569.00	0.00	0.00	9776647.00	4876604.00	0.00	4876129.00	23904.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	2141.00	16284611.00	
62	32288852.00	16361753.00	1250422.00	14082091.00	0.00	594582.00	30443306.00	14081926.00	0.00	14081211.00	2277534.00	0.00	540.00	0.00	20696504.00	9221825.00	0.00	9221857.00	2252292.00	529.00	0.00	0.00	9744709.00	4860101.00	0.00	4859355.00	25242.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	2135.00	16361746.00	
63	32457436.00	16477514.00	1250403.00	14143103.00	0.00	586415.00	30620908.00	14143152.00	0.00	14142316.00	2332801.00	0.00	502.00	0.00	20865516.00	9281056.00	0.00	9281059.00	2302913.00	490.00	0.00	0.00	9753252.00	4862096.00	0.00	4861256.00	29888.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	2032.00	16477514.00	
64	32511424.00	16502832.00	1240319.00	14174315.00	0.00	593957.00	30677014.00	14174314.00	0.00	14174381.00	2325604.00	0.00	506.00	0.00	20898280.00	9302331.00	0.00	9302328.00	2293124.00	496.00	0.00	0.00	9776527.00	4871983.00	0.00	4872054.00	32480.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	2192.00	16502833.00	
65	32500478.00	16497283.00	1237023.00	14169013.00	0.00	597158.00	30667172.00	14169054.00	0.00	14167886.00	2326810.00	0.00	612.00	0.00	20907978.00	9307718.00	0.00	9307675.00	2291983.00	603.00	0.00	0.00	9756382.00	4861336.00	0.00	4860210.00	34827.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	2157.00	16497282.00	
66	32666336.00	16609733.00	1246061.00	14227016.00	0.00	583524.00	30836980.00	14226986.00	0.00	14226615.00	2380350.00	0.00	602.00	0.00	21051656.00	9356540.00	0.00	9356537.00	2337982.00	597.00	0.00	0.00	9782897.00	4870446.00	0.00	4870078.00	42368.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	2069.00	16609733.00	
67	32732756.00	16647868.00	1231433.00	14261731.00	0.00	591722.00	30910022.00	14261715.00	0.00	14261390.00	2383841.00	0.00	508.00	0.00	21127236.00	9394477.00	0.00	9394500.00	2337760.00	499.00	0.00	0.00	9780218.00	4867238.00	0.00	4866890.00	46081.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	2195.00	16647866.00	
68	32700246.00	16623347.00	1244136.00	14247841.00	0.00	584920.00	30872060.00	14248045.00	0.00	14247184.00	2373729.00	0.00	514.00	0.00	21112100.00	9393215.00	0.00	9393165.00	2325214.00	505.00	0.00	0.00	9757373.00	4854830.00	0.00	4854019.00	48515.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	2143.00	16623348.00	
69	32785960.00	16686842.00	1239053.00	14277339.00	0.00	582725.00	30964098.00	14277124.00	0.00	14277028.00	2406825.00	0.00	497.00	0.00	21194564.00	9420781.00	0.00	9420882.00	2352413.00	488.00	0.00	0.00	9766910.00	4856343.00	0.00	4856146.00	54412.00	0.00	0.00	0.00	9.00	0.00	0.00	0.00	0.00	2214.00	16686843.00	
70	32843452.00	16725604.00	1230142.00	14301234.00	0.00	586470.00	31027912.00	14301360.00	0.00	14300276.00	2422883.00	0.00	519.00	0.00	21246384.00	9440606.00	0.00	9440528.00	2364737.00	513.00	0.00	0.00	9778654.00	4860754.00	0.00	4859749.00	58146.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	2101.00	16725602.00	
71	32879448.00	16740714.00	1238584.00	14317018.00	0.00	583133.00	31059116.00	14317060.00	0.00	14317108.00	2420987.00	0.00	462.00	0.00	21270574.00	9456641.00	0.00	9456588.00	2356889.00	455.00	0.00	0.00	9785045.00	4860420.00	0.00	4860519.00	64098.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	2201.00	16740718.00	
72	32955674.00	16794648.00	1224022.00	14348334.00	0.00	588668.00	31143732.00	14348398.00	0.00	14347706.00	2444295.00	0.00	468.00	0.00	21363860.00	9492198.00	0.00	9492221.00	2378976.00	463.00	0.00	0.00	9777008.00	4856199.00	0.00	4855484.00	65319.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	2233.00	16794640.00	
73	33062668.00	16863582.00	1231276.00	14388363.00	0.00	579445.00	31252536.00	14388226.00	0.00	14387525.00	2473287.00	0.00	460.00	0.00	21463172.00	9530083.00	0.00	9530105.00	2402537.00	449.00	0.00	0.00	9786325.00	4858143.00	0.00	4857422.00	70750.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	0.00	2149.00	16863584.00	
74	33058164.00	16861912.00	1222847.00	14388290.00	0.00	585115.00	31251320.00	14388452.00	0.00	14388545.00	2471121.00	0.00	452.00	0.00	21472756.00	9538902.00	0.00	9538895.00	2394506.00	450.00	0.00	0.00	9775816.00	4849550.00	0.00	4849650.00	76615.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2194.00	16861916.00	
75	33115010.00	16899554.00	1224898.00	14410679.00	0.00	579883.00	31310572.00	14410621.00	0.00	14409551.00	2487097.00	0.00	434.00	0.00	21535162.00	9563062.00	0.00	9563089.00	2408588.00	424.00	0.00	0.00	9772540.00	4847559.00	0.00	4846461.00	78509.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	2188.00	16899548.00	
76	33170174.00	16937644.00	1232961.00	14425492.00	0.00	574080.00	31364588.00	14425481.00	0.00	14425502.00	2509553.00	0.00	502.00	0.00	21582028.00	9577126.00	0.00	9577138.00	2427266.00	495.00	0.00	0.00	9779014.00	4848356.00	0.00	4848364.00	82287.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	2116.00	16937646.00	
